ligand_id,role,max_tanimoto_to_train,nearest_training_id
4,calibration,0.6666666666666666,2507
6,calibration,0.5833333333333334,15376
10,calibration,0.22727272727272727,3859
12,calibration,0.625,8557
16,calibration,0.7647058823529411,14248
20,calibration,0.7619047619047619,3178
21,calibration,0.2972972972972973,653
28,calibration,0.8260869565217391,1448
33,calibration,0.6,8962
37,calibration,0.6458333333333334,31
43,calibration,0.6451612903225806,50
48,calibration,0.4358974358974359,883
53,calibration,0.6458333333333334,45
55,calibration,0.2037037037037037,16459
57,calibration,0.5666666666666667,50
64,calibration,0.5142857142857142,8
71,calibration,0.55,1084
80,calibration,0.3898305084745763,6144
84,calibration,0.3442622950819672,3661
90,calibration,0.6444444444444445,568
94,calibration,0.8837209302325582,12630
127,calibration,0.6296296296296297,6599
131,calibration,0.4716981132075472,98
138,calibration,0.4666666666666667,727
144,calibration,0.5,7483
149,calibration,0.6842105263157895,79
158,calibration,0.72,2182
162,calibration,0.9032258064516129,136
164,calibration,0.42857142857142855,475
166,calibration,0.8571428571428571,9044
184,calibration,0.55,653
196,calibration,0.6341463414634146,679
210,calibration,0.6,2848
215,calibration,0.4444444444444444,1946
216,calibration,0.3,15030
226,calibration,0.9069767441860465,15497
236,calibration,0.5925925925925926,70
241,calibration,0.5652173913043478,8300
261,calibration,0.5121951219512195,496
271,calibration,0.35135135135135137,1955
272,calibration,0.7073170731707317,712
293,calibration,0.922077922077922,553
295,calibration,0.5416666666666666,1568
299,calibration,0.44680851063829785,1508
313,calibration,0.45652173913043476,2807
326,calibration,0.7916666666666666,2992
327,calibration,0.047619047619047616,10788
335,calibration,0.4166666666666667,350
337,calibration,0.6341463414634146,646
346,calibration,0.421875,541
352,calibration,0.6909090909090909,14368
356,calibration,0.4583333333333333,591
360,calibration,0.3023255813953488,15452
361,calibration,0.7837837837837838,679
362,calibration,0.7368421052631579,1508
363,calibration,0.7413793103448276,376
365,calibration,0.8157894736842105,163
368,calibration,0.375,1892
379,calibration,1.0,1149
383,calibration,0.5,9315
391,calibration,0.5348837209302325,5407
399,calibration,0.4583333333333333,270
406,calibration,0.7916666666666666,4286
417,calibration,0.35714285714285715,1077
418,calibration,0.7777777777777778,179
420,calibration,0.6470588235294118,3718
442,calibration,0.2727272727272727,1232
