ligand_id,role,max_tanimoto_to_train,nearest_training_id
9,calibration,0.4883720930232558,1658
18,calibration,0.29069767441860467,4261
19,calibration,0.4666666666666667,1833
28,calibration,0.8260869565217391,1448
30,calibration,0.640625,1445
48,calibration,0.4358974358974359,883
53,calibration,0.6458333333333334,45
55,calibration,0.26,13109
63,calibration,0.6923076923076923,8624
64,calibration,0.5142857142857142,8
69,calibration,0.8235294117647058,1215
70,calibration,0.5625,938
74,calibration,0.3548387096774194,3964
78,calibration,0.5454545454545454,47
79,calibration,0.7631578947368421,4842
80,calibration,0.5208333333333334,5840
100,calibration,0.6545454545454545,7613
101,calibration,0.47126436781609193,4605
104,calibration,0.56,15169
106,calibration,0.6567164179104478,638
113,calibration,0.7241379310344828,12223
114,calibration,0.6947368421052632,12863
116,calibration,0.19047619047619047,9742
134,calibration,0.723404255319149,7624
150,calibration,0.711864406779661,6213
152,calibration,0.925,3421
153,calibration,0.3103448275862069,12780
163,calibration,0.8157894736842105,365
166,calibration,0.8571428571428571,9044
171,calibration,0.7619047619047619,7143
173,calibration,0.7692307692307693,15520
179,calibration,0.7777777777777778,418
203,calibration,0.3068181818181818,11604
207,calibration,0.676056338028169,8022
217,calibration,0.7843137254901961,227
219,calibration,0.6842105263157895,15282
229,calibration,0.7307692307692307,15259
236,calibration,0.5769230769230769,1287
245,calibration,0.5,471
250,calibration,0.8181818181818182,12630
264,calibration,0.5853658536585366,262
266,calibration,0.6111111111111112,7923
269,calibration,0.46511627906976744,5003
276,calibration,0.49,7076
288,calibration,0.5217391304347826,8702
303,calibration,0.3137254901960784,12340
318,calibration,0.43902439024390244,7382
323,calibration,0.5142857142857142,1968
333,calibration,0.4166666666666667,1072
338,calibration,0.6,800
350,calibration,0.4166666666666667,335
366,calibration,0.36065573770491804,10530
378,calibration,0.6111111111111112,10685
380,calibration,0.7592592592592593,15125
381,calibration,0.6111111111111112,8912
391,calibration,0.5348837209302325,5407
414,calibration,1.0,10983
417,calibration,0.5185185185185185,3163
428,calibration,0.47761194029850745,12239
438,calibration,0.6206896551724138,1768
440,calibration,0.3380281690140845,3839
456,calibration,0.7105263157894737,1497
470,calibration,0.4,339
481,calibration,0.627906976744186,1555
488,calibration,0.4,1548
490,calibration,0.4117647058823529,1212
495,calibration,0.6216216216216216,672
496,calibration,0.5833333333333334,672
503,calibration,0.5609756097560976,8938
507,calibration,0.4423076923076923,491
513,calibration,0.6382978723404256,8660
521,calibration,0.3793103448275862,7452
527,calibration,0.875,9479
529,calibration,0.4444444444444444,1020
