ligand_id,role,max_tanimoto_to_train,nearest_training_id
12,calibration,0.6481481481481481,3419
16,calibration,0.5535714285714286,13611
22,calibration,0.30927835051546393,12558
24,calibration,0.41346153846153844,12558
26,calibration,0.2608695652173913,4356
33,calibration,0.574468085106383,15860
42,calibration,0.40625,1436
45,calibration,0.40384615384615385,2211
46,calibration,0.2459016393442623,15199
50,calibration,0.6451612903225806,43
53,calibration,0.5106382978723404,52
58,calibration,0.48148148148148145,7069
68,calibration,0.4666666666666667,961
72,calibration,0.4406779661016949,5091
92,calibration,0.5348837209302325,10254
94,calibration,0.8837209302325582,12630
98,calibration,0.4716981132075472,131
108,calibration,0.5294117647058824,6374
113,calibration,0.48,14367
114,calibration,0.46601941747572817,14367
130,calibration,0.6176470588235294,1306
135,calibration,0.41025641025641024,16415
141,calibration,0.5081967213114754,1855
148,calibration,0.82,15827
150,calibration,0.30985915492957744,4254
153,calibration,0.34782608695652173,3231
164,calibration,0.24742268041237114,1238
166,calibration,0.8571428571428571,9044
170,calibration,0.4857142857142857,124
179,calibration,0.48148148148148145,1780
180,calibration,0.41509433962264153,6052
184,calibration,0.5714285714285714,8223
189,calibration,0.5576923076923077,370
207,calibration,0.25301204819277107,1855
228,calibration,0.6739130434782609,6727
231,calibration,0.5409836065573771,13493
249,calibration,0.7804878048780488,230
257,calibration,0.453125,10687
269,calibration,0.46511627906976744,5003
272,calibration,0.7058823529411765,9418
274,calibration,0.6,15278
283,calibration,0.56,803
288,calibration,0.5217391304347826,8702
292,calibration,0.868421052631579,3013
301,calibration,0.5777777777777777,3013
317,calibration,0.48333333333333334,3551
318,calibration,0.36666666666666664,428
326,calibration,0.6730769230769231,2093
337,calibration,0.4666666666666667,16491
339,calibration,0.4,470
346,calibration,0.421875,541
352,calibration,0.6909090909090909,14368
382,calibration,0.7272727272727273,1855
389,calibration,0.42857142857142855,1027
397,calibration,0.39215686274509803,15056
404,calibration,0.3269230769230769,494
406,calibration,0.5862068965517241,12855
416,calibration,0.5131578947368421,14171
418,calibration,0.5,12197
421,calibration,0.3037974683544304,11649
423,calibration,0.5454545454545454,3273
438,calibration,0.6206896551724138,1768
446,calibration,0.58,10529
448,calibration,0.3,7893
452,calibration,0.5,4874
462,calibration,0.23809523809523808,8199
463,calibration,0.7450980392156863,4694
466,calibration,0.5135135135135135,343
