ligand_id,role,max_tanimoto_to_train,nearest_training_id
9,calibration,0.4883720930232558,1658
13,calibration,0.42857142857142855,8920
19,calibration,0.4805194805194805,440
21,calibration,0.323943661971831,716
27,calibration,0.288135593220339,65
30,calibration,0.265625,65
34,calibration,0.3225806451612903,7330
36,calibration,0.23809523809523808,65
39,calibration,0.2727272727272727,6618
42,calibration,0.26865671641791045,1170
44,calibration,0.41935483870967744,16219
46,calibration,0.2571428571428571,4399
49,calibration,0.4230769230769231,15199
51,calibration,0.5428571428571428,8288
56,calibration,0.2608695652173913,5036
58,calibration,0.48148148148148145,7069
74,calibration,0.36666666666666664,3807
75,calibration,0.3125,1262
76,calibration,0.6491228070175439,245
85,calibration,0.45614035087719296,1429
86,calibration,0.41025641025641024,2881
95,calibration,0.4827586206896552,3896
100,calibration,0.31746031746031744,15748
106,calibration,0.4523809523809524,471
111,calibration,0.35443037974683544,358
112,calibration,0.3469387755102041,12444
113,calibration,0.4536082474226804,9314
114,calibration,0.40625,755
123,calibration,0.5,15672
126,calibration,0.38372093023255816,7941
127,calibration,0.6296296296296297,6599
131,calibration,0.4716981132075472,98
136,calibration,0.367816091954023,12153
140,calibration,0.30612244897959184,10247
144,calibration,0.2962962962962963,5570
153,calibration,0.34782608695652173,3231
162,calibration,0.3516483516483517,12153
179,calibration,0.7777777777777778,418
184,calibration,0.5714285714285714,8223
196,calibration,0.40384615384615385,2251
204,calibration,0.5079365079365079,5341
216,calibration,0.3,15030
221,calibration,0.43103448275862066,2158
243,calibration,0.3225806451612903,5191
253,calibration,0.38,10413
254,calibration,0.3958333333333333,10413
260,calibration,0.5294117647058824,1675
279,calibration,0.5185185185185185,2407
288,calibration,0.43137254901960786,13894
313,calibration,0.42,338
322,calibration,0.3880597014925373,898
333,calibration,0.4166666666666667,1072
337,calibration,0.525,15250
344,calibration,0.39436619718309857,5996
345,calibration,0.40350877192982454,795
357,calibration,0.5507246376811594,725
359,calibration,0.4367816091954023,12444
361,calibration,0.5652173913043478,16278
363,calibration,0.38095238095238093,898
368,calibration,0.375,1892
376,calibration,0.5087719298245614,898
380,calibration,0.7592592592592593,15125
392,calibration,0.4,5000
395,calibration,0.7169811320754716,527
399,calibration,0.38,3817
400,calibration,0.3103448275862069,9342
401,calibration,0.328125,262
408,calibration,0.34210526315789475,15287
411,calibration,0.33962264150943394,795
412,calibration,0.2857142857142857,2498
420,calibration,0.3333333333333333,15085
421,calibration,0.313953488372093,14566
432,calibration,0.4166666666666667,16399
437,calibration,0.5957446808510638,2170
438,calibration,0.6206896551724138,1768
442,calibration,0.28846153846153844,795
452,calibration,0.5263157894736842,2987
456,calibration,0.691358024691358,15224
469,calibration,0.4166666666666667,1076
476,calibration,0.4418604651162791,5015
487,calibration,0.38571428571428573,1243
490,calibration,0.42105263157894735,1057
491,calibration,0.225,10715
510,calibration,0.4666666666666667,2489
512,calibration,0.5806451612903226,511
516,calibration,0.36,5671
525,calibration,0.5416666666666666,3247
531,calibration,0.5,969
533,calibration,0.48,15234
535,calibration,0.391304347826087,9166
540,calibration,0.3333333333333333,2336
566,calibration,0.7567567567567568,7176
569,calibration,0.4,12692
580,calibration,0.37037037037037035,15923
584,calibration,0.4659090909090909,9307
586,calibration,0.4642857142857143,2000
595,calibration,0.3888888888888889,1117
596,calibration,0.7666666666666667,3553
598,calibration,0.4642857142857143,898
603,calibration,0.425,2209
615,calibration,0.3404255319148936,2419
626,calibration,0.3620689655172414,8223
633,calibration,0.5060240963855421,9307
638,calibration,0.5217391304347826,471
641,calibration,0.43529411764705883,725
646,calibration,0.42857142857142855,15250
653,calibration,0.5,716
655,calibration,0.325,10582
660,calibration,0.45652173913043476,5040
670,calibration,0.40816326530612246,1924
671,calibration,0.3283582089552239,619
678,calibration,0.26666666666666666,1904
679,calibration,0.4473684210526316,15515
680,calibration,0.3888888888888889,1070
687,calibration,0.5189873417721519,7234
