ligand_id,role,max_tanimoto_to_train,nearest_training_id
28,calibration,0.5084745762711864,1436
32,calibration,0.47191011235955055,651
35,calibration,0.417910447761194,3567
42,calibration,0.40625,1436
44,calibration,0.41935483870967744,16219
52,calibration,0.5106382978723404,53
80,calibration,0.5208333333333334,5840
84,calibration,0.3442622950819672,3661
103,calibration,0.36585365853658536,15367
106,calibration,0.6567164179104478,638
108,calibration,0.5294117647058824,6374
127,calibration,0.72,6962
134,calibration,0.6111111111111112,9343
139,calibration,0.5918367346938775,5316
141,calibration,0.5081967213114754,1855
207,calibration,0.25301204819277107,1855
213,calibration,0.35294117647058826,7960
222,calibration,0.5961538461538461,15827
233,calibration,0.5263157894736842,1129
240,calibration,0.7230769230769231,280
248,calibration,0.6341463414634146,1615
250,calibration,0.8837209302325582,7480
253,calibration,0.4574468085106383,4837
254,calibration,0.4943820224719101,4837
294,calibration,0.7142857142857143,5316
336,calibration,0.45,374
381,calibration,0.6111111111111112,8912
382,calibration,0.7272727272727273,1855
398,calibration,0.5308641975308642,6879
402,calibration,0.5370370370370371,11902
414,calibration,0.6153846153846154,5820
422,calibration,0.2823529411764706,483
423,calibration,0.5454545454545454,3273
424,calibration,0.7321428571428571,9380
425,calibration,0.673469387755102,9401
426,calibration,0.42424242424242425,7852
429,calibration,0.3888888888888889,159
447,calibration,0.5857142857142857,8781
449,calibration,0.75,3754
454,calibration,0.43243243243243246,2340
467,calibration,0.42105263157894735,2443
470,calibration,0.4,339
479,calibration,0.3055555555555556,7757
502,calibration,0.5,494
513,calibration,0.5102040816326531,388
525,calibration,0.5416666666666666,3247
534,calibration,0.4406779661016949,7900
544,calibration,0.4897959183673469,8428
554,calibration,0.38461538461538464,6
566,calibration,0.525,4729
567,calibration,0.35555555555555557,15367
573,calibration,0.7272727272727273,16226
586,calibration,0.41935483870967744,8166
587,calibration,0.5714285714285714,1017
595,calibration,0.3888888888888889,1117
609,calibration,0.5689655172413793,1372
611,calibration,0.5526315789473685,596
612,calibration,0.6610169491525424,380
613,calibration,0.48214285714285715,131
615,calibration,0.5128205128205128,9165
619,calibration,0.3283582089552239,671
648,calibration,0.3076923076923077,123
670,calibration,0.40816326530612246,1924
698,calibration,0.5272727272727272,11902
702,calibration,0.5909090909090909,4312
704,calibration,0.47619047619047616,11442
710,calibration,0.6086956521739131,1390
716,calibration,0.42857142857142855,184
722,calibration,0.35714285714285715,864
725,calibration,0.7213114754098361,6644
767,calibration,0.7419354838709677,768
790,calibration,0.7297297297297297,854
792,calibration,0.3902439024390244,2167
796,calibration,0.5365853658536586,2849
797,calibration,0.5294117647058824,5228
810,calibration,0.2558139534883721,5205
813,calibration,0.5333333333333333,15319
816,calibration,0.5862068965517241,1126
820,calibration,0.5777777777777777,8386
831,calibration,0.4375,10081
834,calibration,0.425,6503
835,calibration,0.2857142857142857,861
836,calibration,0.23214285714285715,9012
838,calibration,0.5,1783
842,calibration,0.5849056603773585,5468
843,calibration,0.43333333333333335,10781
850,calibration,0.7142857142857143,1081
851,calibration,0.9230769230769231,1081
855,calibration,0.5333333333333333,821
865,calibration,0.38461538461538464,8062
871,calibration,0.4,10413
874,calibration,0.4146341463414634,4126
880,calibration,0.5714285714285714,11532
883,calibration,0.4358974358974359,48
888,calibration,0.5,887
897,calibration,0.2894736842105263,2010
902,calibration,0.46875,70
904,calibration,0.4117647058823529,1662
905,calibration,0.4473684210526316,1104
906,calibration,0.5172413793103449,2426
910,calibration,0.3170731707317073,9984
920,calibration,0.55,2079
929,calibration,0.35714285714285715,984
937,calibration,0.5555555555555556,6607
948,calibration,0.5185185185185185,7783
965,calibration,0.43243243243243246,9
970,calibration,0.29545454545454547,1620
980,calibration,0.5238095238095238,981
986,calibration,0.375,1651
993,calibration,0.3548387096774194,2945
1009,calibration,0.5769230769230769,236
1014,calibration,0.5185185185185185,3676
1021,calibration,0.4166666666666667,13404
1036,calibration,0.6666666666666666,5364
1038,calibration,0.4444444444444444,6347
1041,calibration,0.5217391304347826,3404
1048,calibration,0.5925925925925926,9493
1065,calibration,0.4782608695652174,1402
1068,calibration,0.29411764705882354,15315
1069,calibration,0.5555555555555556,1074
1070,calibration,0.48,1364
1079,calibration,0.42105263157894735,1057
1080,calibration,0.4375,529
1108,calibration,0.35714285714285715,984
1109,calibration,0.5689655172413793,8710
1110,calibration,0.6071428571428571,6798
1112,calibration,0.53125,1282
1118,calibration,0.5555555555555556,1192
1119,calibration,0.5588235294117647,6632
1131,calibration,0.5925925925925926,3792
1139,calibration,0.6153846153846154,1086
1143,calibration,0.7592592592592593,1144
1162,calibration,0.6226415094339622,2521
1168,calibration,0.4666666666666667,3130
1174,calibration,0.6216216216216216,4729
1183,calibration,0.4444444444444444,15437
1187,calibration,0.5555555555555556,15274
1194,calibration,0.42857142857142855,984
1209,calibration,0.4318181818181818,15436
1210,calibration,0.3333333333333333,12513
1221,calibration,0.6290322580645161,627
1240,calibration,0.3684210526315789,3680
1246,calibration,0.4827586206896552,15090
1256,calibration,0.3939393939393939,2711
1266,calibration,0.2222222222222222,251
1271,calibration,0.7209302325581395,2574
1287,calibration,0.5769230769230769,236
1301,calibration,0.5,1297
1306,calibration,0.6176470588235294,130
1314,calibration,0.4583333333333333,1316
1319,calibration,0.3333333333333333,864
1321,calibration,0.5384615384615384,1086
1327,calibration,0.5087719298245614,1106
1340,calibration,0.44,14661
1345,calibration,0.4117647058823529,2549
1353,calibration,0.5,8490
1358,calibration,0.47058823529411764,2248
1363,calibration,0.5384615384615384,10667
1368,calibration,0.55,2907
1373,calibration,0.4368932038834951,15444
1383,calibration,0.4782608695652174,1547
1395,calibration,0.5,3273
1410,calibration,0.25,14448
1411,calibration,0.5555555555555556,380
1415,calibration,0.7241379310344828,9452
1417,calibration,0.5531914893617021,8386
1428,calibration,0.29508196721311475,5281
