ligand_id,inner_role
1,fit
3,fit
4,fit
6,fit
8,fit
9,fit
10,fit
15,fit
29,fit
31,fit
32,fit
34,fit
35,fit
36,fit
37,fit
40,early_stopping
44,fit
49,fit
52,early_stopping
55,fit
56,fit
62,fit
66,fit
67,fit
71,fit
76,fit
78,fit
80,early_stopping
81,fit
82,fit
83,fit
84,early_stopping
85,fit
86,early_stopping
91,fit
93,fit
104,fit
116,fit
121,fit
127,fit
128,fit
129,fit
138,fit
142,early_stopping
144,fit
145,fit
149,fit
151,fit
152,fit
158,fit
159,early_stopping
160,early_stopping
178,fit
195,fit
196,fit
197,fit
200,fit
204,fit
206,fit
208,fit
210,fit
211,early_stopping
213,fit
215,fit
217,early_stopping
219,fit
222,fit
225,fit
227,early_stopping
229,fit
230,fit
244,fit
245,fit
248,fit
258,fit
260,early_stopping
265,fit
270,fit
271,fit
273,early_stopping
275,fit
289,fit
298,fit
299,fit
307,fit
312,fit
313,fit
327,fit
332,fit
334,fit
336,fit
338,fit
343,fit
350,fit
356,fit
360,early_stopping
361,fit
362,fit
370,fit
374,fit
377,fit
379,fit
380,fit
381,fit
386,early_stopping
388,fit
391,fit
392,early_stopping
395,fit
405,fit
407,fit
410,fit
412,fit
414,fit
415,early_stopping
417,fit
434,fit
436,fit
437,fit
447,fit
449,fit
451,fit
454,fit
459,fit
467,fit
468,fit
470,fit
477,fit
510,fit
511,fit
512,fit
513,early_stopping
516,fit
521,fit
524,fit
525,fit
527,fit
530,fit
531,fit
533,fit
535,fit
544,fit
546,fit
551,early_stopping
559,fit
562,fit
566,fit
583,early_stopping
591,fit
593,fit
594,fit
595,early_stopping
599,fit
601,fit
607,fit
608,fit
609,fit
612,fit
615,early_stopping
616,fit
617,fit
618,fit
623,fit
624,fit
627,fit
643,fit
649,early_stopping
655,fit
669,fit
679,fit
694,fit
695,fit
701,fit
702,fit
706,fit
708,fit
726,fit
730,fit
731,fit
746,fit
753,fit
757,fit
759,fit
771,fit
773,fit
778,fit
780,fit
783,early_stopping
786,fit
787,fit
798,early_stopping
800,fit
803,fit
805,fit
813,fit
821,fit
822,fit
825,fit
827,fit
830,early_stopping
832,early_stopping
838,fit
840,fit
845,fit
850,fit
851,fit
860,fit
861,fit
864,fit
865,fit
871,early_stopping
872,early_stopping
873,fit
874,fit
879,early_stopping
882,fit
883,fit
884,fit
886,fit
887,fit
891,fit
896,fit
898,fit
899,early_stopping
904,fit
907,fit
910,fit
911,fit
916,fit
917,fit
922,fit
924,fit
925,fit
926,fit
927,early_stopping
929,fit
934,fit
937,fit
939,fit
946,fit
947,fit
948,fit
949,fit
955,fit
958,fit
961,fit
962,fit
964,fit
965,fit
968,fit
969,early_stopping
971,fit
972,fit
974,fit
975,fit
978,fit
980,fit
981,fit
983,fit
984,early_stopping
985,early_stopping
987,early_stopping
989,fit
991,fit
994,fit
997,fit
998,fit
999,fit
1001,fit
1002,fit
1005,fit
1006,fit
1009,fit
1010,fit
1012,fit
1013,fit
1014,fit
1015,fit
1016,early_stopping
1017,fit
1020,early_stopping
1021,early_stopping
1023,fit
1026,fit
1027,fit
1030,fit
1033,early_stopping
1035,fit
1036,fit
1037,fit
1039,fit
1040,fit
1042,fit
1043,fit
1046,fit
1048,fit
1049,fit
1050,fit
1052,fit
1059,fit
1065,fit
1066,fit
1067,early_stopping
1068,fit
1069,fit
1071,fit
1074,fit
1075,fit
1079,fit
1080,fit
1081,fit
1082,fit
1083,fit
1085,fit
1086,fit
1087,fit
1088,fit
1101,early_stopping
1107,fit
1108,fit
1109,early_stopping
1112,fit
1118,fit
1121,fit
1125,fit
1128,early_stopping
1130,fit
1131,fit
1132,fit
1134,early_stopping
1137,fit
1139,fit
1141,fit
1143,fit
1144,fit
1149,fit
1150,fit
1151,fit
1157,fit
1159,fit
1160,fit
1162,fit
1169,fit
1174,early_stopping
1180,fit
1183,fit
1184,fit
1186,fit
1187,early_stopping
1189,fit
1190,fit
1198,fit
1199,early_stopping
1203,fit
1204,fit
1206,fit
1207,fit
1209,fit
1210,early_stopping
1213,early_stopping
1214,fit
1216,fit
1221,fit
1222,fit
1224,early_stopping
1233,fit
1239,fit
1240,fit
1244,fit
1245,fit
1246,fit
1247,fit
1253,early_stopping
1255,fit
1256,fit
1257,fit
1260,fit
1262,fit
1263,fit
1264,fit
1267,fit
1270,fit
1271,fit
1272,fit
1274,fit
1276,fit
1280,fit
1282,fit
1283,fit
1284,fit
1285,fit
1289,fit
1293,fit
1295,fit
1300,fit
1303,fit
1304,fit
1306,fit
1310,early_stopping
1311,fit
1313,fit
1314,fit
1316,fit
1317,fit
1319,fit
1320,fit
1328,fit
1331,fit
1332,fit
1333,fit
1334,fit
1335,fit
1338,fit
1339,early_stopping
1340,fit
1341,fit
1343,fit
1344,fit
1345,fit
1346,fit
1349,fit
1351,fit
1353,fit
1354,fit
1358,fit
1359,fit
1361,fit
1362,fit
1367,fit
1368,fit
1372,fit
1375,fit
1377,early_stopping
1379,fit
1381,fit
1382,fit
1383,fit
1385,fit
1389,fit
1393,fit
1397,fit
1398,fit
1399,fit
1402,fit
1403,fit
1404,fit
1406,fit
1410,fit
1411,fit
1416,fit
1420,fit
1426,fit
1427,fit
1429,fit
1430,fit
1431,fit
1434,fit
1435,fit
1436,fit
1440,fit
1441,fit
1444,fit
1445,fit
1452,fit
1453,fit
1455,fit
1456,fit
1458,early_stopping
1461,fit
1463,fit
1464,fit
1467,early_stopping
1468,fit
1469,fit
1470,fit
1471,fit
1472,fit
1474,fit
1479,fit
1481,fit
1483,fit
1485,early_stopping
1487,fit
1492,fit
1505,fit
1508,fit
1514,fit
1519,fit
1528,fit
1530,fit
1531,early_stopping
1538,early_stopping
1539,fit
1544,early_stopping
1548,fit
1558,fit
1562,fit
1563,fit
1567,fit
1572,fit
1574,fit
1577,early_stopping
1579,early_stopping
1580,fit
1583,fit
1590,fit
1592,fit
1594,fit
1595,early_stopping
1601,fit
