ligand_id,inner_role
1,fit
6,fit
10,fit
11,fit
15,fit
18,fit
29,fit
31,fit
32,fit
33,fit
34,fit
35,fit
36,fit
37,fit
40,fit
45,early_stopping
46,fit
49,early_stopping
51,fit
52,fit
53,early_stopping
55,fit
56,fit
64,fit
66,fit
68,fit
69,fit
71,early_stopping
76,fit
79,fit
80,early_stopping
82,fit
84,early_stopping
85,fit
86,fit
92,fit
93,fit
96,fit
104,fit
118,fit
121,fit
128,fit
130,early_stopping
144,early_stopping
145,fit
148,fit
158,fit
159,fit
160,fit
195,early_stopping
196,fit
197,fit
200,fit
206,fit
208,fit
210,fit
211,fit
216,fit
217,fit
219,fit
225,early_stopping
227,fit
228,fit
229,fit
230,fit
231,fit
234,fit
245,fit
249,early_stopping
251,fit
258,fit
259,fit
263,fit
265,fit
269,early_stopping
270,fit
275,fit
281,early_stopping
287,fit
289,fit
292,early_stopping
298,fit
299,fit
301,early_stopping
307,fit
312,fit
313,fit
318,fit
325,fit
326,early_stopping
336,fit
337,fit
339,fit
343,fit
350,fit
352,early_stopping
361,fit
362,fit
370,fit
375,fit
376,fit
377,fit
379,fit
380,fit
383,fit
386,fit
388,fit
389,early_stopping
392,fit
399,fit
405,fit
406,fit
407,fit
410,fit
415,early_stopping
417,fit
420,fit
429,fit
433,fit
434,fit
436,fit
437,fit
446,fit
452,fit
454,fit
459,fit
462,fit
463,early_stopping
466,fit
467,early_stopping
468,fit
470,fit
472,fit
478,early_stopping
479,fit
487,fit
492,fit
502,fit
508,fit
511,fit
512,fit
516,fit
519,fit
520,fit
521,early_stopping
524,fit
525,fit
526,fit
533,fit
540,fit
542,fit
544,fit
546,early_stopping
551,fit
559,fit
564,fit
566,fit
573,early_stopping
580,fit
583,fit
586,fit
587,fit
593,fit
595,fit
599,fit
614,fit
616,early_stopping
617,fit
618,fit
623,fit
627,fit
642,fit
643,fit
646,fit
669,fit
670,fit
678,fit
679,fit
681,fit
694,fit
695,fit
702,fit
708,fit
710,fit
712,early_stopping
714,fit
728,fit
731,fit
