ligand_id,role,cluster_id,row_index
3,train,3,2
4,train,4,3
5,train,5,4
10,train,10,8
11,train,11,9
12,train,12,10
13,train,13,11
15,train,15,13
18,train,18,15
21,train,21,18
22,train,22,19
24,train,22,21
25,train,25,22
26,train,26,23
28,train,28,25
29,train,29,26
30,train,30,27
31,train,31,28
33,train,33,30
34,train,30,31
35,train,35,32
37,train,31,34
39,train,27,35
40,train,40,36
41,train,41,37
42,train,42,38
43,train,43,39
45,train,45,41
46,train,46,42
47,train,47,43
49,train,49,45
52,train,52,48
53,train,45,49
54,train,47,50
55,train,55,51
57,train,57,53
58,train,58,54
59,train,59,55
60,train,60,56
62,train,62,57
64,train,64,59
65,train,65,60
68,train,68,63
69,train,47,64
70,train,70,65
71,train,71,66
72,train,72,67
73,train,73,68
74,train,74,69
75,train,75,70
78,train,78,73
79,train,79,74
84,train,84,79
85,train,85,80
88,train,88,82
90,train,90,83
91,train,91,84
94,train,94,87
95,train,95,88
97,train,97,90
98,train,98,91
103,train,103,94
105,train,105,96
106,train,106,97
109,train,109,99
112,train,111,101
113,train,113,102
115,train,115,104
118,train,118,106
119,train,119,107
121,train,109,108
124,train,124,111
126,train,126,113
127,train,127,114
128,train,128,115
129,train,129,116
130,train,130,117
131,train,90,118
135,train,135,120
140,train,140,124
144,train,144,127
149,train,149,130
151,train,151,132
153,train,153,134
155,train,155,135
158,train,158,137
160,train,160,139
161,train,161,140
162,train,126,141
163,train,163,142
164,train,164,143
165,train,78,144
166,train,166,145
173,train,173,148
178,train,178,150
182,train,182,153
194,train,194,157
195,train,195,158
196,train,196,159
200,train,200,161
201,train,201,162
203,train,203,164
204,train,204,165
206,train,206,166
208,train,208,168
210,train,210,169
211,train,211,170
215,train,215,172
216,train,216,173
221,train,221,177
222,train,222,178
226,train,182,180
227,train,227,181
228,train,228,182
229,train,229,183
233,train,233,186
234,train,234,187
237,train,151,189
240,train,240,190
241,train,241,191
243,train,243,192
246,train,246,195
248,train,248,196
249,train,249,197
250,train,248,198
251,train,251,199
253,train,253,200
254,train,253,201
256,train,256,202
258,train,15,204
259,train,259,205
261,train,261,207
262,train,262,208
263,train,263,209
264,train,264,210
265,train,265,211
268,train,230,213
269,train,269,214
270,train,109,215
273,train,142,218
274,train,274,219
276,train,276,221
279,train,279,222
280,train,280,223
281,train,281,224
283,train,283,225
284,train,284,226
287,train,287,227
288,train,288,228
289,train,289,229
292,train,249,230
293,train,293,231
294,train,139,232
295,train,295,233
298,train,82,234
299,train,299,235
300,train,300,236
301,train,249,237
302,train,302,238
303,train,303,239
306,train,306,240
307,train,307,241
310,train,310,242
312,train,230,243
313,train,313,244
318,train,318,246
320,train,320,247
321,train,321,248
323,train,323,250
324,train,324,251
325,train,47,252
326,train,249,253
327,train,327,254
333,train,333,257
334,train,334,258
335,train,335,259
336,train,336,260
338,train,338,262
345,train,345,267
350,train,350,270
352,train,352,271
357,train,357,274
358,train,358,275
359,train,111,276
361,train,196,278
362,train,299,279
363,train,322,280
364,train,364,281
370,train,370,285
372,train,372,286
375,train,375,288
376,train,376,289
378,train,378,291
379,train,379,292
380,train,380,293
381,train,381,294
382,train,141,295
383,train,383,296
386,train,160,297
388,train,388,298
391,train,391,300
392,train,392,301
394,train,218,303
395,train,395,304
397,train,397,306
398,train,398,307
399,train,399,308
402,train,402,311
403,train,403,312
404,train,404,313
405,train,405,314
408,train,408,317
410,train,410,318
411,train,411,319
414,train,414,321
416,train,166,323
420,train,420,326
424,train,134,330
425,train,134,331
426,train,426,332
428,train,428,334
429,train,429,335
431,train,306,336
433,train,118,338
436,train,436,340
437,train,196,341
438,train,438,342
446,train,446,345
447,train,447,346
448,train,448,347
449,train,449,348
451,train,451,350
452,train,452,351
454,train,454,352
456,train,456,353
462,train,462,357
463,train,249,358
468,train,468,361
470,train,470,363
471,train,471,364
472,train,472,365
473,train,473,366
475,train,475,368
476,train,476,369
478,train,478,371
480,train,480,373
483,train,170,376
486,train,486,377
487,train,487,378
490,train,490,381
491,train,491,382
492,train,492,383
494,train,494,385
495,train,263,386
497,train,493,388
498,train,498,389
500,train,500,391
501,train,501,392
502,train,502,393
503,train,503,394
508,train,508,397
509,train,509,398
511,train,230,400
512,train,512,401
514,train,514,403
515,train,182,404
516,train,516,405
519,train,519,406
521,train,521,408
524,train,524,410
525,train,253,411
526,train,526,412
528,train,528,414
529,train,529,415
530,train,530,416
531,train,531,417
532,train,14,418
534,train,534,420
535,train,535,421
537,train,537,422
540,train,420,423
542,train,72,425
547,train,547,428
551,train,551,430
556,train,556,433
559,train,559,434
562,train,562,435
564,train,564,436
565,train,565,437
567,train,567,439
568,train,90,440
569,train,569,441
574,train,574,443
583,train,160,446
584,train,584,447
591,train,562,452
592,train,592,453
594,train,67,455
595,train,595,456
596,train,357,457
598,train,322,459
602,train,170,463
605,train,605,466
607,train,607,467
608,train,608,468
609,train,447,469
611,train,611,470
613,train,613,472
615,train,615,474
616,train,616,475
621,train,621,480
623,train,623,482
624,train,624,483
627,train,627,486
630,train,630,488
631,train,631,489
633,train,584,490
634,train,634,491
638,train,221,493
642,train,642,496
643,train,643,497
647,train,647,500
648,train,648,501
649,train,649,502
650,train,650,503
651,train,651,504
653,train,653,505
660,train,660,509
666,train,666,511
667,train,667,512
669,train,669,514
671,train,671,516
672,train,263,517
674,train,674,518
676,train,23,519
677,train,677,520
683,train,683,526
684,train,684,527
686,train,605,528
689,train,689,531
691,train,691,533
695,train,695,535
696,train,696,536
697,train,166,537
698,train,402,538
701,train,701,541
704,train,704,544
710,train,710,550
712,train,249,552
714,train,714,553
716,train,716,554
718,train,718,555
719,train,719,556
721,train,98,557
722,train,722,558
724,train,605,559
726,train,726,561
727,train,727,562
728,train,79,563
730,train,730,565
734,train,734,567
740,train,740,570
743,train,743,571
744,train,182,572
746,train,746,574
747,train,747,575
748,train,748,576
751,train,751,577
753,train,200,579
754,train,754,580
756,train,12,582
757,train,757,583
759,train,759,584
762,train,762,586
764,train,764,588
766,train,766,589
770,train,770,593
772,train,766,595
773,train,773,596
774,train,774,597
776,train,776,598
778,train,778,599
780,train,780,600
781,train,781,601
783,train,783,603
790,train,790,607
791,train,791,608
793,train,793,610
796,train,796,612
798,train,798,614
800,train,338,616
801,train,801,617
803,train,803,619
804,train,804,620
805,train,738,621
806,train,806,622
812,train,812,627
813,train,813,628
814,train,814,629
815,train,815,630
816,train,816,631
819,train,819,633
821,train,821,635
822,train,822,636
823,train,823,637
829,train,18,641
830,train,830,642
832,train,832,644
833,train,12,645
834,train,834,646
835,train,835,647
836,train,836,648
837,train,837,649
838,train,838,650
843,train,843,654
845,train,845,656
847,train,847,658
848,train,848,659
850,train,850,661
851,train,850,662
854,train,854,664
855,train,855,665
858,train,858,667
859,train,859,668
862,train,862,671
863,train,863,672
864,train,864,673
