ligand_id,role,cluster_id,row_index
3,train,3,2
4,train,4,3
6,train,6,4
8,train,8,5
9,train,9,6
10,train,10,7
12,train,12,9
14,train,14,11
16,train,16,13
19,train,19,15
20,train,20,16
22,train,22,18
25,train,25,21
26,train,26,22
29,train,29,25
31,train,31,27
32,train,32,28
33,train,33,29
40,train,40,35
41,train,41,36
42,train,42,37
44,train,44,39
46,train,46,41
48,train,48,43
49,train,49,44
51,train,51,46
52,train,52,47
56,train,56,51
58,train,58,53
59,train,59,54
62,train,62,56
63,train,63,57
64,train,64,58
66,train,66,60
67,train,67,61
68,train,68,62
72,train,72,66
73,train,73,67
76,train,76,70
80,train,80,74
81,train,81,75
83,train,83,77
84,train,84,78
86,train,86,80
88,train,88,81
93,train,93,85
94,train,94,86
95,train,95,87
97,train,97,89
101,train,101,92
103,train,103,93
108,train,108,97
112,train,112,100
113,train,113,101
118,train,118,105
121,train,121,107
122,train,122,108
127,train,127,113
129,train,129,115
130,train,130,116
131,train,131,117
134,train,134,118
141,train,141,124
142,train,142,125
144,train,144,126
148,train,148,128
149,train,149,129
152,train,152,132
153,train,153,133
159,train,159,137
161,train,161,139
166,train,166,144
170,train,170,145
171,train,171,146
178,train,178,149
179,train,179,150
180,train,180,151
182,train,182,152
195,train,195,156
196,train,196,157
200,train,200,159
201,train,201,160
202,train,202,161
203,train,203,162
206,train,206,164
207,train,207,165
208,train,208,166
210,train,210,167
211,train,211,168
213,train,213,169
215,train,215,170
216,train,216,171
217,train,217,172
218,train,218,173
225,train,225,177
226,train,226,178
227,train,217,179
229,train,229,181
230,train,230,182
231,train,231,183
233,train,233,184
241,train,241,189
243,train,243,190
244,train,244,191
245,train,245,192
248,train,248,194
249,train,230,195
250,train,94,196
251,train,251,197
253,train,253,198
254,train,253,199
256,train,256,200
257,train,257,201
258,train,258,202
259,train,259,203
260,train,260,204
261,train,261,205
262,train,262,206
263,train,263,207
264,train,264,208
265,train,265,209
268,train,230,211
269,train,269,212
271,train,271,214
272,train,272,215
273,train,273,216
274,train,274,217
275,train,275,218
280,train,280,221
281,train,281,222
283,train,283,223
288,train,288,226
289,train,289,227
292,train,292,228
293,train,293,229
298,train,298,232
299,train,299,233
307,train,292,239
310,train,310,240
312,train,230,241
313,train,313,242
317,train,317,243
318,train,318,244
322,train,322,247
323,train,323,248
328,train,328,253
333,train,333,255
335,train,335,257
336,train,336,258
337,train,337,259
338,train,338,260
343,train,343,263
346,train,346,266
352,train,352,269
353,train,353,270
356,train,356,271
357,train,357,272
358,train,358,273
361,train,361,276
362,train,299,277
363,train,363,278
366,train,366,281
375,train,375,286
376,train,363,287
378,train,378,289
379,train,379,290
380,train,380,291
381,train,381,292
382,train,382,293
383,train,383,294
388,train,388,296
391,train,391,298
393,train,393,300
394,train,394,301
395,train,395,302
396,train,396,303
397,train,397,304
401,train,401,308
402,train,402,309
403,train,403,310
408,train,408,315
410,train,410,316
411,train,411,317
412,train,412,318
414,train,414,319
416,train,416,321
418,train,179,323
421,train,421,325
424,train,424,328
425,train,425,329
426,train,426,330
427,train,427,331
428,train,428,332
432,train,432,335
433,train,118,336
434,train,434,337
436,train,436,338
437,train,361,339
440,train,440,341
442,train,442,342
450,train,450,347
456,train,456,351
457,train,457,352
461,train,461,354
463,train,463,356
469,train,469,360
470,train,470,361
472,train,472,363
473,train,473,364
475,train,475,366
476,train,476,367
477,train,477,368
479,train,479,370
482,train,482,373
488,train,488,377
491,train,491,380
492,train,492,381
493,train,493,382
494,train,494,383
495,train,495,384
497,train,497,386
498,train,498,387
499,train,499,388
500,train,500,389
501,train,501,390
502,train,502,391
503,train,503,392
506,train,506,393
507,train,507,394
508,train,508,395
509,train,509,396
510,train,510,397
512,train,512,399
513,train,513,400
514,train,514,401
515,train,182,402
516,train,516,403
520,train,520,405
521,train,521,406
523,train,523,407
524,train,524,408
526,train,526,410
527,train,395,411
529,train,529,413
530,train,530,414
532,train,532,416
533,train,533,417
534,train,534,418
535,train,535,419
540,train,540,421
541,train,541,422
542,train,72,423
544,train,544,424
546,train,546,425
548,train,548,427
551,train,551,428
553,train,553,429
554,train,554,430
556,train,556,431
559,train,559,432
562,train,562,433
564,train,564,434
565,train,565,435
573,train,573,440
586,train,586,447
587,train,587,448
589,train,589,449
591,train,562,450
592,train,592,451
593,train,593,452
594,train,594,453
595,train,595,454
599,train,599,458
602,train,602,461
603,train,603,462
605,train,605,464
608,train,608,466
611,train,611,468
613,train,613,470
614,train,614,471
615,train,615,472
616,train,616,473
619,train,619,476
620,train,620,477
621,train,621,478
625,train,625,482
627,train,627,484
629,train,629,485
630,train,630,486
634,train,634,489
638,train,638,491
641,train,641,493
642,train,642,494
643,train,643,495
646,train,646,497
647,train,647,498
648,train,648,499
650,train,650,501
651,train,651,502
653,train,653,503
655,train,655,504
658,train,658,505
659,train,659,506
666,train,666,509
668,train,668,511
669,train,669,512
671,train,671,514
672,train,672,515
677,train,677,518
679,train,361,520
681,train,681,522
683,train,683,524
686,train,605,526
688,train,688,528
689,train,689,529
690,train,690,530
694,train,694,531
695,train,695,532
696,train,696,533
697,train,416,534
698,train,402,535
699,train,699,536
701,train,701,538
702,train,702,539
703,train,703,540
705,train,602,542
706,train,608,543
707,train,707,544
710,train,710,547
714,train,714,550
716,train,716,551
718,train,718,552
719,train,719,553
725,train,725,557
727,train,727,559
729,train,729,561
730,train,730,562
734,train,734,564
735,train,735,565
738,train,738,566
740,train,740,567
744,train,182,569
745,train,745,570
747,train,747,572
748,train,748,573
751,train,751,574
752,train,752,575
754,train,754,577
756,train,756,579
761,train,761,582
762,train,762,583
763,train,763,584
764,train,764,585
770,train,770,590
771,train,771,591
774,train,774,594
780,train,780,597
781,train,781,598
786,train,786,601
787,train,787,602
791,train,791,605
795,train,795,608
798,train,798,611
799,train,799,612
802,train,802,615
803,train,803,616
805,train,738,618
806,train,806,619
807,train,807,620
810,train,810,622
812,train,812,624
813,train,813,625
814,train,814,626
816,train,816,628
818,train,763,629
819,train,819,630
820,train,820,631
821,train,821,632
822,train,822,633
825,train,825,635
828,train,828,637
831,train,831,640
832,train,832,641
833,train,833,642
834,train,834,643
835,train,835,644
837,train,837,646
840,train,463,648
842,train,842,650
843,train,843,651
846,train,846,654
849,train,849,656
852,train,819,659
858,train,858,663
859,train,859,664
861,train,861,666
865,train,865,670
867,train,867,671
868,train,868,672
871,train,871,673
873,train,873,675
875,train,875,677
877,train,877,678
884,train,884,684
886,train,886,685
887,train,887,686
889,train,889,688
890,train,890,689
891,train,891,690
892,train,892,691
896,train,896,694
897,train,897,695
898,train,898,696
902,train,902,699
904,train,904,701
908,train,908,705
910,train,910,706
912,train,912,708
917,train,917,711
918,train,918,712
920,train,920,713
921,train,921,714
922,train,922,715
923,train,923,716
925,train,925,718
926,train,926,719
928,train,928,721
