ligand_id,inner_role
1,fit
2,fit
3,fit
4,fit
9,fit
11,fit
12,fit
14,fit
15,early_stopping
18,fit
19,fit
20,fit
21,fit
22,fit
23,fit
24,fit
25,fit
27,fit
28,early_stopping
29,fit
30,fit
31,fit
32,fit
33,fit
34,fit
35,early_stopping
36,fit
37,fit
39,fit
40,fit
41,fit
43,fit
44,fit
45,fit
46,fit
47,fit
48,fit
49,fit
50,fit
51,fit
52,fit
53,fit
54,fit
55,fit
56,fit
57,fit
58,fit
60,fit
63,fit
64,fit
65,fit
66,fit
68,early_stopping
69,fit
70,fit
71,fit
72,fit
73,fit
75,fit
76,early_stopping
79,fit
80,fit
83,fit
85,fit
88,fit
92,fit
93,fit
96,fit
97,fit
100,early_stopping
101,fit
103,fit
104,fit
105,fit
108,fit
111,fit
112,fit
114,fit
118,early_stopping
119,early_stopping
123,fit
124,fit
125,fit
128,fit
129,fit
130,fit
138,fit
139,fit
142,fit
145,fit
149,fit
150,fit
151,fit
152,early_stopping
153,fit
155,fit
157,fit
159,fit
160,fit
163,fit
166,fit
170,fit
171,fit
173,fit
179,fit
180,early_stopping
182,fit
184,fit
189,fit
194,fit
197,fit
200,fit
201,fit
203,fit
206,fit
208,fit
210,fit
211,fit
213,early_stopping
215,fit
217,fit
218,fit
219,fit
222,fit
225,fit
226,fit
227,fit
228,fit
229,fit
231,fit
234,fit
237,fit
241,early_stopping
244,fit
245,early_stopping
248,fit
250,fit
251,fit
258,early_stopping
261,fit
262,fit
264,fit
265,fit
266,fit
269,fit
271,fit
273,fit
274,fit
276,early_stopping
280,early_stopping
281,fit
293,fit
294,fit
302,fit
303,fit
306,fit
307,fit
313,fit
317,fit
318,fit
324,early_stopping
325,fit
327,fit
332,fit
335,fit
336,fit
337,early_stopping
339,early_stopping
344,early_stopping
352,early_stopping
353,fit
356,fit
358,fit
359,fit
360,early_stopping
365,fit
372,fit
374,fit
375,fit
377,fit
378,fit
381,fit
383,fit
386,fit
389,fit
391,early_stopping
392,fit
393,fit
394,fit
397,fit
400,fit
402,fit
403,fit
405,fit
411,fit
412,early_stopping
416,fit
417,fit
418,fit
420,fit
426,fit
427,early_stopping
431,fit
433,early_stopping
434,fit
436,early_stopping
438,fit
440,fit
442,fit
446,early_stopping
447,fit
448,fit
449,fit
450,early_stopping
452,fit
456,fit
457,fit
461,early_stopping
462,fit
467,fit
469,fit
471,early_stopping
478,fit
479,fit
482,fit
483,fit
487,fit
492,fit
493,fit
496,fit
497,fit
498,fit
501,early_stopping
507,fit
509,fit
512,fit
513,fit
515,fit
516,fit
519,early_stopping
523,fit
524,fit
526,fit
528,fit
529,fit
530,fit
531,fit
532,fit
540,fit
541,fit
542,fit
544,early_stopping
547,fit
551,fit
553,fit
556,fit
562,fit
566,fit
567,fit
573,fit
580,fit
583,fit
586,fit
589,fit
591,fit
592,fit
595,fit
597,fit
601,fit
602,fit
604,fit
607,fit
608,fit
609,fit
612,fit
613,fit
616,fit
617,early_stopping
619,early_stopping
620,fit
621,fit
622,fit
623,fit
624,fit
625,fit
626,fit
627,fit
629,fit
630,fit
631,fit
634,fit
645,early_stopping
647,fit
648,fit
649,fit
650,fit
651,fit
653,fit
655,fit
659,fit
660,fit
664,fit
667,fit
668,fit
669,fit
670,fit
671,fit
674,fit
676,fit
678,fit
680,early_stopping
681,fit
683,fit
684,fit
694,fit
695,early_stopping
697,fit
698,fit
699,fit
700,fit
702,fit
704,fit
705,fit
706,fit
707,fit
709,fit
710,fit
716,fit
718,fit
722,fit
725,fit
727,fit
728,fit
731,early_stopping
734,fit
735,fit
740,early_stopping
743,fit
744,fit
745,fit
746,fit
747,fit
748,fit
752,early_stopping
753,fit
755,fit
756,fit
757,early_stopping
763,fit
764,fit
766,fit
767,fit
768,fit
769,fit
771,fit
772,fit
773,fit
774,fit
778,early_stopping
781,fit
786,fit
787,early_stopping
790,early_stopping
791,fit
793,fit
795,fit
796,fit
797,early_stopping
798,early_stopping
799,fit
804,fit
806,early_stopping
807,fit
809,fit
811,fit
812,fit
813,fit
815,fit
816,fit
818,fit
820,early_stopping
821,fit
823,fit
827,fit
828,fit
829,fit
832,fit
833,fit
835,fit
836,fit
838,fit
842,fit
843,fit
844,early_stopping
846,fit
848,fit
850,fit
851,fit
854,fit
855,fit
856,fit
858,fit
860,fit
861,fit
862,fit
864,fit
867,fit
868,fit
872,fit
874,fit
875,fit
877,fit
879,fit
880,fit
882,fit
883,fit
886,fit
887,fit
888,fit
889,fit
890,fit
893,fit
895,fit
897,fit
898,fit
899,fit
901,fit
902,early_stopping
903,fit
905,fit
906,fit
907,fit
908,fit
910,early_stopping
915,fit
916,fit
920,fit
921,fit
922,fit
923,fit
924,fit
925,fit
926,fit
929,fit
931,fit
932,fit
936,fit
938,fit
939,fit
940,fit
941,early_stopping
946,fit
948,fit
949,fit
950,fit
951,fit
955,fit
956,fit
957,fit
958,fit
959,fit
960,fit
961,fit
965,fit
966,fit
967,fit
971,fit
972,fit
977,fit
978,fit
980,fit
981,fit
982,fit
983,fit
985,fit
986,fit
987,early_stopping
988,fit
989,fit
993,fit
994,early_stopping
997,fit
998,fit
1005,fit
1006,fit
1007,fit
1008,fit
1009,fit
1010,fit
1011,fit
1012,fit
1013,fit
1017,fit
1019,fit
1020,fit
1021,early_stopping
1023,fit
1024,fit
1027,early_stopping
1028,fit
1029,fit
1031,fit
1032,fit
1033,fit
1037,early_stopping
1038,fit
1039,fit
1040,fit
1041,fit
1042,early_stopping
1043,fit
1045,fit
1049,fit
1050,fit
1051,fit
1053,fit
1057,fit
1058,fit
1061,fit
1062,fit
1063,fit
1064,fit
1067,fit
1068,fit
1070,early_stopping
1072,fit
1076,fit
1077,fit
1078,fit
1079,early_stopping
1080,fit
1083,early_stopping
1089,fit
1091,fit
1092,fit
1093,fit
1099,fit
1100,fit
1101,fit
1102,early_stopping
1103,fit
1104,fit
1106,early_stopping
1107,fit
1108,fit
1109,fit
1110,fit
1111,fit
1112,fit
1113,fit
1114,early_stopping
1117,fit
1118,fit
1119,fit
1120,fit
1123,fit
1124,fit
1125,fit
1127,fit
1128,fit
1130,fit
1131,fit
1133,fit
1134,fit
1135,fit
1141,fit
1142,fit
1143,fit
1144,fit
1148,fit
1153,fit
1154,fit
1155,early_stopping
1157,fit
1159,fit
1160,fit
1162,fit
1167,fit
1169,fit
1170,fit
1171,fit
1172,fit
1173,fit
1176,fit
1180,fit
1181,early_stopping
1182,fit
1183,fit
1185,fit
1186,fit
1187,fit
1192,early_stopping
1193,fit
1194,fit
1198,fit
1211,fit
1215,fit
1218,fit
1220,fit
1221,fit
1224,fit
1225,fit
1228,fit
1232,fit
1234,fit
1240,fit
1241,fit
1242,fit
1243,fit
1244,fit
1246,fit
1247,fit
1248,fit
1249,fit
1250,fit
1251,fit
1252,fit
1253,early_stopping
1255,fit
1256,fit
1257,fit
1260,fit
1261,fit
1262,fit
1266,fit
1268,fit
1270,early_stopping
1271,fit
1272,early_stopping
1275,fit
1276,fit
1277,fit
1279,fit
1280,fit
1282,fit
1285,early_stopping
1286,fit
1287,fit
1289,fit
1292,fit
1297,fit
1298,fit
1302,fit
1303,early_stopping
1305,fit
1306,fit
1307,fit
1308,fit
1310,fit
1311,fit
1313,fit
1316,fit
1317,fit
1319,fit
1320,early_stopping
1322,fit
1324,fit
1327,fit
1329,fit
1330,fit
1331,fit
1332,fit
1333,fit
1334,fit
1335,early_stopping
1336,fit
1337,fit
1338,fit
1339,fit
1342,fit
1343,fit
1344,fit
1345,fit
1346,fit
1347,fit
1349,fit
1351,fit
1352,fit
1358,fit
1359,fit
1360,early_stopping
1361,fit
1362,fit
1364,fit
1366,fit
1367,early_stopping
1368,fit
1369,fit
1371,fit
1372,fit
1375,fit
1377,early_stopping
1379,fit
1380,fit
1381,fit
1382,fit
1385,fit
1386,fit
1388,early_stopping
1389,fit
1390,fit
1391,fit
1392,fit
1393,early_stopping
1398,fit
1399,fit
1401,fit
1402,fit
1403,fit
1404,fit
1405,fit
1406,fit
1407,fit
1408,fit
1410,fit
1412,fit
1413,fit
1417,early_stopping
1418,fit
1419,fit
1420,fit
1422,fit
1424,fit
1425,fit
1427,fit
1429,fit
1431,fit
1435,fit
1436,fit
1437,early_stopping
1438,fit
1439,fit
1440,fit
1441,fit
