ligand_id,role,cluster_id,row_index
1,train,1,0
2,train,2,1
3,train,3,2
4,train,4,3
8,train,8,5
10,train,10,7
11,train,11,8
12,train,12,9
13,train,13,10
15,train,15,12
16,train,16,13
21,train,21,17
22,train,22,18
23,train,23,19
24,train,22,20
25,train,25,21
26,train,26,22
27,train,27,23
29,train,29,25
31,train,31,27
33,train,33,29
35,train,35,31
37,train,31,33
40,train,40,35
41,train,41,36
43,train,43,38
44,train,44,39
45,train,45,40
46,train,46,41
47,train,47,42
49,train,49,44
51,train,51,46
52,train,52,47
54,train,47,49
57,train,57,52
58,train,58,53
60,train,60,55
62,train,62,56
65,train,65,59
66,train,66,60
67,train,67,61
68,train,68,62
71,train,71,65
72,train,72,66
73,train,73,67
77,train,77,71
81,train,81,75
82,train,82,76
84,train,84,78
85,train,85,79
86,train,86,80
88,train,88,81
90,train,90,82
91,train,91,83
92,train,92,84
93,train,93,85
94,train,94,86
95,train,95,87
96,train,96,88
103,train,103,93
105,train,105,95
108,train,108,97
111,train,111,99
112,train,111,100
115,train,115,103
118,train,118,105
119,train,119,106
121,train,109,107
123,train,123,109
124,train,124,110
125,train,125,111
126,train,126,112
127,train,127,113
128,train,128,114
129,train,129,115
130,train,130,116
131,train,90,117
135,train,135,119
136,train,126,120
138,train,138,121
139,train,139,122
141,train,141,124
142,train,142,125
144,train,144,126
148,train,148,128
149,train,149,129
151,train,151,131
155,train,155,134
158,train,158,136
159,train,159,137
160,train,160,138
162,train,126,140
170,train,170,145
178,train,178,149
182,train,182,152
184,train,184,153
189,train,189,154
194,train,194,155
195,train,195,156
196,train,196,157
200,train,200,159
201,train,201,160
202,train,202,161
204,train,204,163
206,train,206,164
208,train,208,166
211,train,211,168
213,train,213,169
215,train,215,170
216,train,216,171
218,train,218,173
221,train,221,175
225,train,225,177
227,train,227,179
228,train,228,180
231,train,231,183
233,train,233,184
237,train,151,187
240,train,240,188
244,train,244,191
246,train,246,193
249,train,249,195
251,train,251,197
253,train,253,198
254,train,253,199
256,train,256,200
257,train,257,201
258,train,15,202
259,train,259,203
260,train,260,204
261,train,261,205
262,train,262,206
263,train,263,207
265,train,265,209
270,train,109,213
272,train,249,215
273,train,142,216
275,train,275,218
279,train,279,220
280,train,280,221
281,train,281,222
284,train,284,224
289,train,289,227
293,train,293,229
294,train,139,230
295,train,295,231
298,train,82,232
299,train,299,233
301,train,249,235
306,train,306,238
307,train,307,239
310,train,310,240
312,train,230,241
313,train,313,242
320,train,320,245
321,train,321,246
322,train,322,247
324,train,324,249
325,train,47,250
327,train,327,252
328,train,300,253
332,train,332,254
334,train,334,256
335,train,335,257
336,train,336,258
337,train,337,259
339,train,339,261
340,train,340,262
343,train,343,263
344,train,344,264
346,train,346,266
352,train,352,269
353,train,353,270
356,train,356,271
357,train,357,272
358,train,358,273
359,train,111,274
361,train,196,276
362,train,299,277
364,train,364,279
365,train,163,280
368,train,368,282
370,train,370,283
372,train,372,284
376,train,376,287
377,train,377,288
382,train,141,293
383,train,383,294
386,train,160,295
389,train,389,297
392,train,392,299
393,train,393,300
394,train,218,301
395,train,395,302
397,train,397,304
398,train,398,305
399,train,399,306
401,train,401,308
402,train,402,309
405,train,405,312
406,train,406,313
407,train,407,314
408,train,408,315
410,train,410,316
411,train,411,317
412,train,412,318
416,train,166,321
418,train,179,323
420,train,420,324
421,train,421,325
422,train,422,326
423,train,423,327
424,train,134,328
425,train,134,329
427,train,427,331
429,train,429,333
431,train,306,334
432,train,432,335
433,train,118,336
434,train,128,337
436,train,436,338
442,train,442,342
446,train,446,343
447,train,447,344
448,train,448,345
449,train,449,346
450,train,450,347
452,train,452,349
454,train,454,350
457,train,457,352
459,train,459,353
462,train,462,355
466,train,466,357
467,train,467,358
469,train,469,360
471,train,471,362
474,train,474,365
477,train,477,368
478,train,478,369
479,train,479,370
480,train,480,371
482,train,482,373
483,train,170,374
487,train,487,376
489,train,489,378
491,train,491,380
492,train,492,381
493,train,493,382
497,train,493,386
498,train,498,387
499,train,499,388
500,train,500,389
501,train,501,390
502,train,502,391
506,train,506,393
508,train,508,395
509,train,509,396
510,train,510,397
511,train,230,398
512,train,512,399
514,train,514,401
515,train,182,402
516,train,516,403
519,train,519,404
520,train,520,405
524,train,524,408
525,train,253,409
526,train,526,410
530,train,530,414
531,train,531,415
533,train,533,417
534,train,534,418
535,train,535,419
547,train,547,426
554,train,554,430
556,train,556,431
559,train,559,432
565,train,565,435
567,train,567,437
568,train,90,438
569,train,569,439
573,train,573,440
579,train,579,442
580,train,580,443
583,train,160,444
584,train,584,445
585,train,579,446
586,train,586,447
591,train,562,450
593,train,593,452
595,train,595,454
597,train,200,456
598,train,322,457
599,train,599,458
600,train,340,459
601,train,601,460
602,train,170,461
604,train,200,463
605,train,605,464
607,train,607,465
608,train,608,466
609,train,447,467
611,train,611,468
614,train,614,471
615,train,615,472
616,train,616,473
617,train,617,474
618,train,618,475
620,train,620,477
621,train,621,478
622,train,622,479
623,train,623,480
626,train,626,483
627,train,627,484
629,train,629,485
631,train,631,487
633,train,584,488
634,train,634,489
637,train,637,490
638,train,221,491
640,train,640,492
641,train,113,493
643,train,643,495
645,train,645,496
647,train,647,498
648,train,648,499
651,train,651,502
653,train,653,503
659,train,659,506
668,train,668,511
669,train,669,512
672,train,263,515
674,train,674,516
676,train,23,517
678,train,678,519
679,train,196,520
680,train,680,521
681,train,681,522
683,train,683,524
