ligand_id,inner_role
1,fit
2,fit
6,fit
10,fit
11,fit
13,fit
14,fit
15,fit
16,early_stopping
18,fit
19,fit
20,fit
23,fit
25,fit
26,fit
27,fit
29,fit
30,early_stopping
31,fit
32,fit
33,fit
34,early_stopping
35,fit
36,early_stopping
37,fit
39,fit
40,fit
43,early_stopping
45,fit
46,fit
47,fit
49,fit
51,fit
52,fit
53,fit
54,fit
55,fit
56,fit
59,fit
63,fit
64,fit
65,fit
66,fit
68,fit
69,fit
70,fit
71,fit
72,fit
73,fit
74,fit
76,fit
79,fit
80,early_stopping
82,fit
84,fit
85,fit
86,fit
88,fit
90,early_stopping
92,fit
93,fit
94,fit
95,fit
96,fit
98,fit
100,fit
104,fit
109,fit
111,early_stopping
112,early_stopping
114,fit
118,fit
121,fit
122,fit
124,fit
128,fit
130,fit
131,early_stopping
135,fit
140,early_stopping
141,early_stopping
144,fit
145,fit
148,fit
155,fit
157,fit
158,fit
159,fit
160,fit
164,fit
170,fit
171,fit
179,fit
194,fit
195,early_stopping
196,fit
197,fit
200,fit
202,fit
206,fit
207,fit
208,fit
210,fit
211,fit
216,fit
217,fit
219,fit
225,early_stopping
227,fit
228,fit
229,fit
230,fit
231,fit
234,fit
241,fit
245,fit
249,fit
251,fit
253,fit
254,fit
256,fit
258,fit
261,fit
263,early_stopping
265,fit
268,fit
269,fit
270,fit
272,fit
274,fit
275,fit
280,fit
281,fit
283,fit
287,fit
289,fit
292,fit
293,early_stopping
295,fit
298,fit
299,fit
301,fit
303,fit
307,fit
312,fit
313,fit
317,fit
318,fit
322,fit
325,fit
326,fit
335,fit
336,fit
337,fit
339,early_stopping
340,fit
345,early_stopping
346,fit
348,fit
350,fit
352,fit
353,fit
358,fit
359,early_stopping
361,fit
362,fit
368,fit
370,fit
372,early_stopping
375,fit
377,fit
379,fit
380,early_stopping
382,early_stopping
383,early_stopping
386,fit
388,early_stopping
389,early_stopping
392,fit
393,fit
396,fit
397,fit
399,fit
400,early_stopping
405,fit
406,fit
407,fit
410,fit
411,fit
415,fit
417,fit
418,fit
420,fit
422,early_stopping
423,fit
426,fit
432,fit
433,fit
434,fit
436,fit
437,fit
442,fit
446,fit
450,fit
452,fit
456,fit
457,fit
459,fit
462,early_stopping
463,fit
467,fit
468,fit
469,fit
470,fit
471,early_stopping
472,fit
473,fit
475,fit
476,early_stopping
478,fit
479,fit
483,fit
486,fit
487,early_stopping
492,fit
495,early_stopping
498,fit
499,fit
500,early_stopping
506,fit
507,fit
508,fit
511,fit
512,fit
514,fit
516,fit
519,fit
520,fit
521,fit
523,fit
524,fit
525,fit
526,fit
528,fit
532,fit
540,fit
541,fit
542,fit
544,early_stopping
546,fit
547,fit
551,fit
553,early_stopping
556,fit
559,fit
564,fit
565,fit
566,fit
568,early_stopping
569,early_stopping
573,fit
574,fit
580,fit
583,fit
586,fit
587,fit
589,fit
592,fit
593,fit
595,fit
597,fit
598,fit
599,fit
600,fit
602,fit
603,fit
604,fit
613,fit
614,fit
616,fit
617,fit
618,fit
621,fit
623,early_stopping
626,early_stopping
627,fit
629,fit
630,fit
634,fit
642,fit
643,fit
647,fit
648,fit
651,fit
660,fit
667,fit
669,fit
670,early_stopping
671,fit
672,early_stopping
676,fit
678,fit
679,fit
680,fit
681,fit
682,fit
684,fit
690,fit
694,fit
695,fit
702,fit
705,fit
707,fit
708,fit
710,fit
712,fit
716,fit
719,fit
721,fit
722,fit
725,fit
728,fit
731,fit
734,early_stopping
735,fit
745,fit
746,fit
747,early_stopping
748,fit
752,fit
753,fit
755,fit
757,fit
759,fit
763,early_stopping
764,fit
766,fit
767,fit
768,fit
769,fit
771,fit
772,fit
773,fit
774,fit
776,fit
778,early_stopping
780,fit
781,fit
783,early_stopping
786,fit
787,fit
789,fit
792,fit
793,fit
795,early_stopping
796,early_stopping
799,early_stopping
801,fit
803,fit
804,fit
806,fit
809,fit
811,fit
813,early_stopping
815,fit
818,early_stopping
819,fit
821,early_stopping
823,early_stopping
825,fit
828,fit
829,fit
830,fit
832,fit
834,fit
837,early_stopping
840,fit
841,early_stopping
842,fit
844,early_stopping
845,fit
848,early_stopping
849,fit
850,fit
851,fit
852,fit
856,fit
858,fit
860,fit
861,fit
862,fit
863,fit
864,fit
867,fit
868,fit
873,fit
874,fit
875,fit
880,fit
881,fit
882,fit
883,fit
884,fit
886,fit
887,fit
888,fit
889,fit
890,fit
891,fit
892,fit
895,fit
897,fit
898,fit
902,fit
904,fit
905,fit
907,fit
908,fit
910,fit
912,fit
915,fit
916,fit
917,fit
918,fit
920,fit
922,fit
923,fit
924,fit
925,fit
926,fit
927,fit
928,fit
929,early_stopping
930,fit
931,fit
932,fit
934,fit
936,fit
937,early_stopping
938,fit
940,fit
944,fit
945,fit
947,fit
948,fit
949,fit
951,fit
952,fit
954,fit
955,fit
960,fit
962,fit
965,fit
966,fit
967,fit
970,fit
971,early_stopping
973,fit
974,fit
975,fit
977,fit
978,fit
979,fit
980,fit
981,fit
983,fit
984,fit
986,fit
987,fit
989,fit
990,fit
998,fit
999,fit
1005,fit
1006,fit
1008,fit
1010,fit
1011,fit
1013,fit
1014,early_stopping
1015,fit
1016,fit
1019,fit
1020,early_stopping
1021,early_stopping
1024,fit
1027,fit
1031,fit
1033,fit
1034,fit
1035,fit
1036,fit
1040,fit
1041,fit
1044,fit
1045,fit
1046,fit
1048,fit
1049,early_stopping
1052,fit
1053,fit
1056,early_stopping
1057,fit
1058,fit
1059,fit
1060,fit
1062,fit
1063,fit
1064,early_stopping
1065,fit
1066,fit
1068,fit
1070,fit
1072,early_stopping
1073,fit
1074,fit
1075,fit
1076,fit
1077,fit
1078,fit
1080,fit
1081,fit
1082,fit
1083,fit
1084,fit
1085,fit
1086,fit
1087,fit
1089,fit
1090,fit
1091,fit
1093,fit
1094,fit
1095,fit
1098,fit
1099,fit
1100,fit
1103,fit
1104,fit
1106,fit
1107,early_stopping
1108,early_stopping
1111,fit
1112,fit
1113,fit
1114,early_stopping
1116,fit
1117,early_stopping
1118,fit
1119,fit
1121,fit
1122,fit
1123,fit
1124,fit
1125,fit
1127,fit
1129,fit
1132,early_stopping
1135,fit
1136,fit
1137,fit
1139,fit
1141,fit
1144,fit
1148,fit
1149,fit
1152,fit
1157,early_stopping
1159,fit
1160,fit
1162,fit
1167,fit
1171,fit
1172,fit
1173,fit
1180,fit
1181,fit
1182,fit
1183,fit
1185,fit
1186,fit
1188,fit
1189,fit
1190,fit
1198,fit
1199,fit
1200,fit
1205,fit
1210,fit
1211,fit
1215,fit
1216,fit
1218,fit
1225,fit
1226,early_stopping
1228,fit
1232,fit
1233,fit
1235,fit
1239,fit
1240,fit
1241,fit
1242,fit
1244,fit
1245,fit
1246,early_stopping
1249,fit
1250,fit
1251,fit
1252,fit
1254,fit
1261,early_stopping
1264,fit
1268,fit
1270,fit
1272,fit
1273,fit
1276,fit
1280,fit
1281,fit
1282,fit
1283,fit
1284,fit
1285,fit
1290,fit
1292,fit
1295,fit
1296,fit
1299,fit
1300,fit
1301,fit
1302,fit
1306,fit
1308,fit
1309,early_stopping
1313,fit
1314,fit
1321,fit
1322,fit
1323,fit
1326,fit
1327,fit
1329,fit
1330,fit
1331,fit
1333,fit
1334,fit
1335,early_stopping
1336,fit
1338,fit
1339,fit
1341,fit
1343,fit
1345,early_stopping
1346,fit
1347,fit
1348,fit
1351,fit
1352,fit
1353,fit
1355,fit
1358,early_stopping
1359,fit
1360,fit
1362,fit
1363,fit
1364,fit
1365,fit
1367,fit
1368,fit
1369,fit
1370,fit
1372,early_stopping
1373,fit
1379,fit
1380,fit
1383,fit
1386,fit
1389,fit
1390,fit
1391,fit
1392,fit
1393,fit
1395,fit
1397,fit
1399,fit
1402,fit
1404,fit
1405,fit
1406,fit
1407,fit
1410,fit
1411,fit
1412,fit
1413,fit
1416,fit
1419,fit
1420,fit
1422,fit
1424,fit
1425,fit
1427,fit
1429,early_stopping
1430,fit
1431,early_stopping
1438,fit
1439,fit
1440,fit
1442,fit
1443,fit
1445,early_stopping
1446,early_stopping
1449,fit
1451,fit
1452,fit
1453,fit
1454,early_stopping
1455,fit
1457,fit
1459,fit
1460,fit
1461,fit
1463,fit
1467,early_stopping
1470,fit
1471,fit
1474,early_stopping
1475,fit
1478,early_stopping
