ligand_id,inner_role
1,fit
3,fit
4,fit
9,fit
11,fit
12,fit
15,fit
18,fit
28,fit
29,fit
31,fit
32,fit
33,early_stopping
34,fit
35,fit
36,fit
37,fit
40,fit
41,early_stopping
44,fit
45,fit
46,fit
49,fit
50,fit
51,fit
52,fit
53,fit
55,early_stopping
56,fit
57,fit
58,fit
64,fit
66,early_stopping
68,fit
69,fit
71,fit
75,fit
76,fit
79,fit
80,fit
83,fit
85,fit
92,fit
93,fit
96,early_stopping
101,fit
104,fit
105,fit
118,fit
119,fit
125,early_stopping
128,early_stopping
129,fit
130,fit
138,fit
142,fit
145,fit
149,fit
151,fit
152,fit
153,fit
159,early_stopping
160,fit
189,fit
197,fit
200,fit
206,early_stopping
208,fit
210,fit
211,fit
213,fit
215,fit
217,fit
218,early_stopping
219,fit
222,fit
225,early_stopping
227,fit
228,fit
229,fit
231,fit
234,fit
244,fit
245,fit
248,fit
251,fit
258,fit
259,fit
265,fit
266,fit
269,fit
271,early_stopping
273,fit
281,fit
306,fit
307,fit
313,fit
318,fit
325,fit
327,early_stopping
332,fit
336,fit
337,fit
339,fit
343,fit
352,fit
356,early_stopping
360,fit
374,fit
375,fit
377,fit
381,fit
383,fit
386,fit
389,fit
391,fit
392,fit
394,early_stopping
405,fit
412,early_stopping
417,fit
420,fit
429,fit
431,fit
433,fit
434,early_stopping
436,early_stopping
438,fit
446,fit
447,fit
449,fit
452,fit
462,fit
467,fit
477,fit
478,fit
479,early_stopping
487,fit
492,fit
502,fit
510,fit
512,fit
513,fit
516,fit
519,early_stopping
524,fit
526,fit
530,fit
531,fit
533,fit
535,fit
537,fit
540,fit
542,fit
544,early_stopping
551,fit
562,fit
566,fit
567,fit
573,fit
580,fit
583,fit
586,fit
591,fit
595,fit
601,fit
607,fit
608,fit
609,fit
612,fit
616,fit
617,fit
623,fit
624,fit
627,fit
646,fit
649,fit
655,early_stopping
669,fit
670,early_stopping
674,early_stopping
678,fit
681,fit
694,fit
695,fit
702,early_stopping
704,fit
706,fit
710,fit
728,fit
730,fit
731,fit
734,early_stopping
735,early_stopping
746,fit
747,fit
752,fit
753,fit
757,fit
766,fit
767,fit
768,fit
769,fit
771,early_stopping
772,fit
773,fit
778,early_stopping
781,fit
786,fit
787,fit
790,fit
796,fit
797,fit
798,fit
806,fit
811,early_stopping
813,fit
816,fit
818,fit
821,fit
823,fit
827,fit
829,fit
832,fit
833,fit
838,fit
843,fit
848,fit
850,early_stopping
851,early_stopping
854,fit
855,fit
858,fit
860,fit
861,fit
864,fit
867,fit
872,fit
874,fit
875,fit
877,fit
879,fit
882,fit
883,fit
886,fit
887,early_stopping
893,fit
895,fit
897,fit
898,fit
899,fit
903,fit
906,fit
907,fit
910,fit
915,early_stopping
916,early_stopping
920,early_stopping
922,fit
923,fit
924,fit
925,fit
926,fit
929,fit
931,early_stopping
939,fit
940,fit
941,fit
946,fit
948,fit
949,fit
951,fit
955,early_stopping
956,fit
957,early_stopping
958,early_stopping
959,early_stopping
960,fit
961,fit
965,fit
966,fit
967,fit
971,fit
972,fit
977,early_stopping
978,fit
980,fit
981,fit
983,fit
985,fit
986,fit
987,fit
989,fit
994,fit
997,fit
998,fit
1005,fit
1006,fit
1009,fit
1010,fit
1012,early_stopping
1013,fit
1017,fit
1019,fit
1020,fit
1021,fit
1023,fit
1024,fit
1027,fit
1031,fit
1033,fit
1037,early_stopping
1038,fit
1039,fit
1040,fit
1042,early_stopping
1043,fit
1045,fit
1049,early_stopping
1050,early_stopping
1051,fit
1057,fit
1058,fit
1062,fit
1063,fit
1064,fit
1067,fit
1068,fit
1070,fit
1078,fit
1079,fit
1080,early_stopping
1083,fit
1089,fit
1099,fit
1100,fit
1101,fit
1102,early_stopping
1104,fit
1107,fit
1108,fit
1109,fit
1110,fit
1111,fit
1112,fit
1114,early_stopping
1117,early_stopping
1118,fit
1120,fit
1125,fit
1128,early_stopping
1130,fit
1131,fit
1134,fit
1141,fit
1143,fit
1144,fit
1148,early_stopping
1150,fit
1153,fit
1157,fit
1159,fit
1160,fit
1162,fit
1169,fit
1170,fit
1172,fit
1176,fit
1180,fit
1183,fit
1184,fit
1186,fit
1187,fit
1192,fit
1193,fit
1194,fit
1198,early_stopping
1204,fit
1206,fit
1211,fit
1213,fit
1215,fit
1221,fit
1224,fit
1240,fit
1243,early_stopping
1244,fit
1246,fit
1247,early_stopping
1249,fit
1250,fit
1251,fit
1252,fit
1253,fit
1255,fit
1256,fit
1257,fit
1260,fit
1261,fit
1262,fit
1266,fit
1270,fit
1271,early_stopping
1272,fit
1275,fit
1276,fit
1280,fit
1282,fit
1285,fit
1286,fit
1287,fit
1289,fit
1292,fit
1303,fit
1306,fit
1307,fit
1310,fit
1311,fit
1313,fit
1316,fit
1317,fit
1319,fit
1320,fit
1322,fit
1329,early_stopping
1330,early_stopping
1331,fit
1332,fit
1333,fit
1334,fit
1335,fit
1336,fit
1337,fit
1338,fit
1339,fit
1342,fit
1343,fit
1344,fit
1345,fit
1346,fit
1347,fit
1349,fit
1351,fit
1352,fit
1358,fit
1359,fit
1360,fit
1361,fit
1362,early_stopping
1364,fit
1366,fit
1367,fit
1368,early_stopping
1372,fit
1375,fit
1377,fit
1379,early_stopping
1380,fit
1381,fit
1382,fit
1385,fit
1386,fit
1388,fit
1389,early_stopping
1390,early_stopping
1391,fit
1392,fit
1393,fit
1398,fit
1399,fit
1401,fit
1402,fit
1403,early_stopping
1404,fit
1406,fit
1410,early_stopping
1413,early_stopping
1418,fit
1419,fit
1420,fit
1427,fit
1429,fit
1431,fit
1435,fit
1436,fit
1437,fit
1440,fit
1441,early_stopping
1444,early_stopping
1445,fit
1447,fit
1448,fit
1451,fit
1457,fit
1459,early_stopping
1461,fit
1462,fit
1463,early_stopping
1464,fit
1466,fit
1467,fit
1468,fit
1470,fit
1471,fit
1472,fit
1479,early_stopping
1481,fit
1482,fit
1484,fit
1485,fit
