ligand_id,role,cluster_id,row_index
12,calibration,12,9
16,calibration,16,13
22,calibration,22,18
24,calibration,22,20
26,calibration,26,22
33,calibration,33,29
42,calibration,42,37
45,calibration,45,40
46,calibration,46,41
50,calibration,50,45
53,calibration,45,48
58,calibration,58,53
68,calibration,68,62
72,calibration,72,66
92,calibration,92,83
94,calibration,94,85
98,calibration,98,89
108,calibration,108,95
114,calibration,113,99
130,calibration,130,111
135,calibration,135,114
141,calibration,141,118
148,calibration,148,122
150,calibration,150,124
153,calibration,153,127
164,calibration,164,134
166,calibration,166,136
170,calibration,170,137
179,calibration,179,141
180,calibration,180,142
184,calibration,184,144
189,calibration,189,145
207,calibration,207,156
228,calibration,228,170
231,calibration,231,173
249,calibration,249,184
257,calibration,257,190
269,calibration,269,200
272,calibration,249,203
274,calibration,274,205
283,calibration,283,210
288,calibration,288,212
292,calibration,249,214
301,calibration,249,220
317,calibration,317,228
318,calibration,318,229
326,calibration,249,234
337,calibration,337,241
339,calibration,339,243
346,calibration,346,247
352,calibration,352,250
382,calibration,141,270
389,calibration,389,274
397,calibration,397,281
406,calibration,406,288
416,calibration,166,295
418,calibration,179,297
421,calibration,421,299
423,calibration,423,301
438,calibration,438,313
446,calibration,446,316
448,calibration,448,318
452,calibration,452,322
462,calibration,462,327
463,calibration,249,328
472,calibration,472,334
475,calibration,475,337
478,calibration,478,339
482,calibration,482,343
483,calibration,170,344
492,calibration,492,349
509,calibration,509,361
528,calibration,528,376
542,calibration,72,383
554,calibration,554,389
556,calibration,556,390
564,calibration,564,393
569,calibration,569,398
573,calibration,573,399
586,calibration,586,405
589,calibration,589,407
602,calibration,170,418
614,calibration,614,426
622,calibration,622,434
626,calibration,626,438
640,calibration,640,444
642,calibration,642,445
658,calibration,658,455
668,calibration,668,460
678,calibration,678,468
697,calibration,166,479
700,calibration,700,482
704,calibration,704,485
705,calibration,170,486
707,calibration,707,488
710,calibration,710,491
712,calibration,249,492
721,calibration,98,496
747,calibration,747,511
756,calibration,12,517
761,calibration,761,520
763,calibration,763,522
781,calibration,781,535
797,calibration,797,547
806,calibration,806,556
816,calibration,816,565
818,calibration,763,566
831,calibration,831,576
833,calibration,12,578
834,calibration,834,579
843,calibration,843,587
846,calibration,846,590
854,calibration,854,596
863,calibration,863,604
867,calibration,867,607
868,calibration,868,608
877,calibration,877,614
888,calibration,888,623
889,calibration,889,624
890,calibration,890,625
897,calibration,897,631
902,calibration,902,635
903,calibration,50,636
912,calibration,912,644
920,calibration,920,649
930,calibration,930,659
936,calibration,936,663
940,calibration,940,667
941,calibration,941,668
944,calibration,944,669
945,calibration,944,670
951,calibration,951,676
954,calibration,954,678
966,calibration,966,689
967,calibration,967,690
973,calibration,973,696
982,calibration,982,704
986,calibration,986,708
990,calibration,990,712
1025,calibration,1025,739
1028,calibration,1028,742
1034,calibration,1034,748
1038,calibration,1038,752
1045,calibration,1045,759
1051,calibration,1051,764
1060,calibration,1060,771
1062,calibration,1062,773
1070,calibration,1070,781
1073,calibration,1073,784
1104,calibration,1104,814
1106,calibration,1106,815
1117,calibration,1117,825
1120,calibration,1120,828
1123,calibration,1123,831
1129,calibration,1129,837
1147,calibration,1147,851
1148,calibration,1148,852
1154,calibration,22,857
1161,calibration,1161,862
1170,calibration,1170,866
1172,calibration,1172,868
1173,calibration,317,869
1188,calibration,1188,880
1193,calibration,1193,884
1200,calibration,1200,888
1228,calibration,1104,905
1229,calibration,1229,906
1235,calibration,564,910
1250,calibration,1250,922
1251,calibration,1251,923
1252,calibration,1252,924
1286,calibration,1286,955
1287,calibration,1287,956
1296,calibration,1296,962
1299,calibration,1299,965
1307,calibration,1307,973
1309,calibration,1309,975
1312,calibration,1312,978
1315,calibration,1312,981
1318,calibration,1312,984
1329,calibration,1329,994
1336,calibration,1336,1001
1337,calibration,1337,1002
1347,calibration,1347,1012
1352,calibration,1352,1016
1360,calibration,1360,1022
1364,calibration,1364,1026
1366,calibration,1366,1028
1369,calibration,1369,1031
1380,calibration,1380,1040
1387,calibration,1387,1046
1388,calibration,1388,1047
1391,calibration,1391,1050
1392,calibration,1391,1051
1395,calibration,423,1054
1396,calibration,1396,1055
1401,calibration,1401,1059
1408,calibration,22,1066
1413,calibration,1413,1070
1419,calibration,1419,1075
1422,calibration,1422,1077
1447,calibration,1170,1102
1451,calibration,1451,1106
1457,calibration,1451,1112
1460,calibration,1460,1115
1466,calibration,1466,1120
1475,calibration,1475,1128
1482,calibration,1482,1134
1484,calibration,1484,1136
1488,calibration,1488,1140
1491,calibration,1491,1143
1497,calibration,1497,1148
1498,calibration,763,1149
1499,calibration,1499,1150
1502,calibration,1502,1153
1504,calibration,1504,1154
1506,calibration,1506,1156
1511,calibration,1511,1158
1532,calibration,1466,1174
1547,calibration,1460,1186
1549,calibration,1549,1188
1581,calibration,1581,1213
1599,calibration,1599,1229
1613,calibration,94,1239
1615,calibration,94,1241
1619,calibration,1619,1245
1627,calibration,1627,1248
1629,calibration,16,1250
1639,calibration,108,1258
1643,calibration,1643,1261
1651,calibration,1460,1268
1665,calibration,1665,1280
1669,calibration,1669,1284
1671,calibration,1671,1286
1681,calibration,1681,1294
1685,calibration,1685,1298
1690,calibration,1685,1303
1692,calibration,1692,1305
1693,calibration,1352,1306
1705,calibration,1705,1315
1708,calibration,1705,1318
1710,calibration,1710,1320
1716,calibration,1716,1325
1721,calibration,1721,1330
1736,calibration,1627,1343
1744,calibration,1744,1351
1748,calibration,1748,1354
1762,calibration,1762,1367
1763,calibration,1762,1368
1789,calibration,834,1392
1791,calibration,1791,1394
1808,calibration,1808,1409
1825,calibration,1825,1425
1836,calibration,1836,1434
1847,calibration,1847,1444
1848,calibration,1791,1445
1849,calibration,1849,1446
1850,calibration,1849,1447
1851,calibration,1849,1448
1857,calibration,763,1453
1860,calibration,763,1456
1861,calibration,763,1457
1877,calibration,1877,1471
1879,calibration,1879,1473
1890,calibration,1890,1481
1896,calibration,1849,1486
1917,calibration,1917,1504
1931,calibration,1931,1513
1948,calibration,1948,1528
1949,calibration,1949,1529
1956,calibration,482,1535
1958,calibration,1958,1537
1959,calibration,1959,1538
1965,calibration,1958,1544
1966,calibration,1966,1545
1972,calibration,1972,1550
1976,calibration,763,1553
1978,calibration,763,1554
1979,calibration,1979,1555
1983,calibration,1983,1559
1991,calibration,1062,1565
1994,calibration,1994,1567
1997,calibration,1997,1570
2023,calibration,2023,1592
2025,calibration,2025,1594
2028,calibration,2028,1596
2034,calibration,2028,1601
2037,calibration,2028,1604
2042,calibration,763,1607
2043,calibration,763,1608
2049,calibration,33,1613
2060,calibration,2060,1617
2062,calibration,2062,1619
2063,calibration,2063,1620
2066,calibration,2066,1622
2081,calibration,2081,1633
2082,calibration,2082,1634
2085,calibration,2085,1637
2092,calibration,2092,1642
2094,calibration,2092,1644
2096,calibration,2092,1646
2102,calibration,2102,1648
2115,calibration,2115,1659
2134,calibration,763,1670
2138,calibration,2138,1673
2141,calibration,2141,1676
2155,calibration,2155,1689
2160,calibration,2082,1694
2178,calibration,2178,1709
2210,calibration,2210,1734
2232,calibration,2232,1752
2238,calibration,2238,1758
2240,calibration,2240,1760
2245,calibration,2245,1765
2250,calibration,406,1770
2253,calibration,2253,1773
2254,calibration,2253,1774
2256,calibration,2256,1776
2257,calibration,1387,1777
2258,calibration,1387,1778
2262,calibration,2262,1782
2265,calibration,2265,1785
2270,calibration,2270,1789
2273,calibration,2273,1792
2277,calibration,1387,1795
2282,calibration,2282,1800
2297,calibration,2297,1811
2298,calibration,2298,1812
2302,calibration,2302,1815
2305,calibration,2305,1817
2317,calibration,2317,1828
2326,calibration,2326,1832
2331,calibration,2331,1837
2337,calibration,2337,1843
2341,calibration,710,1847
2343,calibration,2343,1848
2347,calibration,2092,1852
2349,calibration,2349,1854
2350,calibration,12,1855
2357,calibration,2357,1860
2386,calibration,2386,1882
2396,calibration,2396,1890
2402,calibration,2402,1893
2426,calibration,50,1913
2436,calibration,2396,1923
2437,calibration,2437,1924
2447,calibration,12,1933
2452,calibration,2452,1938
2458,calibration,2458,1944
2474,calibration,189,1960
2485,calibration,2485,1967
2490,calibration,249,1972
2497,calibration,2497,1979
2504,calibration,2504,1985
2529,calibration,2529,2004
2536,calibration,2536,2009
2539,calibration,920,2011
2564,calibration,1299,2032
2567,calibration,2092,2035
2573,calibration,2573,2038
2581,calibration,2581,2043
2585,calibration,2585,2045
2586,calibration,2586,2046
2587,calibration,2586,2047
2588,calibration,2588,2048
2596,calibration,2596,2056
2598,calibration,2598,2058
2605,calibration,2605,2064
2607,calibration,2082,2065
2609,calibration,2609,2066
2624,calibration,2624,2078
2637,calibration,2637,2085
2661,calibration,12,2101
2665,calibration,1958,2105
2666,calibration,1299,2106
2667,calibration,249,2107
2668,calibration,22,2108
2671,calibration,854,2111
2692,calibration,2692,2125
2695,calibration,2695,2128
2700,calibration,2700,2133
2707,calibration,2707,2138
2726,calibration,2386,2152
2741,calibration,854,2162
2742,calibration,2742,2163
2745,calibration,854,2166
2753,calibration,2586,2172
2754,calibration,2754,2173
2759,calibration,2759,2178
2766,calibration,2766,2183
2770,calibration,2586,2187
2776,calibration,2776,2193
2777,calibration,2692,2194
2778,calibration,2778,2195
2782,calibration,2782,2199
2784,calibration,269,2200
2790,calibration,2790,2205
2801,calibration,2801,2215
2803,calibration,2803,2216
2804,calibration,2804,2217
2805,calibration,2804,2218
2825,calibration,854,2226
2832,calibration,2832,2232
2849,calibration,973,2244
2854,calibration,2854,2249
2863,calibration,2863,2257
2866,calibration,2866,2260
2873,calibration,854,2265
2888,calibration,2888,2276
2909,calibration,2909,2294
2929,calibration,1360,2313
2941,calibration,2941,2323
2962,calibration,2962,2343
2971,calibration,2971,2351
2987,calibration,2987,2360
2990,calibration,2990,2363
2992,calibration,249,2364
2995,calibration,2995,2367
2997,calibration,2997,2368
3019,calibration,973,2385
3020,calibration,973,2386
3028,calibration,3028,2393
3029,calibration,3029,2394
3032,calibration,3032,2396
3035,calibration,2115,2398
3036,calibration,249,2399
3039,calibration,3039,2402
3041,calibration,3041,2404
3043,calibration,3043,2406
3046,calibration,3046,2409
3050,calibration,1366,2413
3052,calibration,2386,2414
3059,calibration,3059,2420
3062,calibration,1286,2423
3067,calibration,2092,2428
3100,calibration,3100,2457
3111,calibration,3111,2468
3115,calibration,3115,2472
3117,calibration,249,2473
3118,calibration,249,2474
3119,calibration,249,2475
3120,calibration,249,2476
3122,calibration,249,2478
3128,calibration,3128,2484
3129,calibration,12,2485
3149,calibration,2102,2498
3150,calibration,3150,2499
3151,calibration,3151,2500
3152,calibration,3151,2501
3153,calibration,3151,2502
3154,calibration,249,2503
3169,calibration,3169,2512
3170,calibration,3170,2513
3171,calibration,3169,2514
3174,calibration,1983,2517
3177,calibration,3177,2520
3184,calibration,3184,2527
3197,calibration,3197,2538
3213,calibration,3213,2554
3233,calibration,3233,2568
3235,calibration,1466,2570
