ligand_id,inner_role
1,fit
2,fit
3,fit
4,fit
6,fit
9,fit
10,fit
11,fit
14,early_stopping
15,fit
16,fit
18,fit
20,fit
22,fit
23,fit
24,fit
25,fit
26,fit
27,early_stopping
28,fit
30,fit
32,fit
33,fit
34,fit
35,fit
36,fit
39,early_stopping
41,early_stopping
42,fit
43,fit
44,fit
45,fit
47,fit
48,fit
49,fit
50,fit
53,fit
54,fit
55,fit
56,fit
57,fit
58,fit
59,fit
60,fit
62,fit
63,fit
64,fit
65,fit
66,fit
69,fit
70,fit
72,fit
73,early_stopping
74,fit
75,fit
76,fit
78,fit
80,fit
81,early_stopping
82,fit
84,fit
86,fit
90,fit
91,fit
92,fit
95,fit
100,fit
101,fit
104,early_stopping
105,fit
108,fit
109,fit
114,fit
116,fit
118,fit
119,fit
121,fit
122,early_stopping
124,early_stopping
125,fit
127,fit
128,fit
130,fit
131,fit
135,fit
139,fit
142,fit
144,fit
145,fit
148,fit
149,fit
150,fit
151,fit
152,early_stopping
153,fit
155,fit
159,fit
160,fit
163,fit
164,fit
165,fit
166,fit
170,fit
179,fit
180,fit
182,fit
184,early_stopping
189,fit
195,fit
196,fit
200,fit
203,fit
206,fit
207,fit
208,fit
210,fit
211,fit
213,fit
217,fit
218,fit
226,fit
227,early_stopping
230,fit
231,fit
234,fit
237,fit
240,fit
243,fit
244,fit
245,fit
249,fit
251,fit
256,fit
257,fit
258,fit
260,early_stopping
262,fit
263,fit
264,fit
265,fit
268,fit
269,fit
270,fit
271,fit
272,fit
273,fit
274,fit
276,fit
280,fit
281,fit
289,early_stopping
292,fit
294,fit
295,fit
298,fit
299,early_stopping
301,fit
302,fit
303,fit
307,fit
310,fit
312,fit
313,fit
317,fit
318,fit
322,fit
323,fit
324,early_stopping
325,fit
326,fit
327,fit
333,fit
337,fit
338,fit
340,early_stopping
344,early_stopping
348,early_stopping
352,early_stopping
356,fit
360,fit
361,fit
362,early_stopping
365,fit
366,fit
370,early_stopping
372,fit
377,fit
379,fit
380,fit
381,fit
383,fit
386,fit
388,fit
392,early_stopping
393,fit
394,fit
396,fit
397,fit
399,fit
402,fit
403,fit
406,fit
410,fit
411,fit
414,early_stopping
415,fit
416,fit
417,fit
418,fit
422,fit
423,early_stopping
426,early_stopping
428,fit
433,fit
434,fit
436,fit
437,fit
440,fit
446,early_stopping
448,fit
449,fit
450,fit
451,early_stopping
452,fit
456,fit
457,early_stopping
459,fit
461,fit
462,fit
463,fit
468,early_stopping
470,fit
472,fit
474,fit
480,fit
481,fit
482,fit
483,fit
487,fit
488,fit
489,fit
493,fit
495,fit
497,fit
499,fit
500,fit
506,fit
509,fit
511,fit
513,fit
514,early_stopping
515,fit
516,fit
519,fit
521,fit
523,fit
526,fit
528,fit
529,fit
530,fit
531,early_stopping
532,early_stopping
541,fit
542,fit
546,fit
547,fit
551,fit
554,fit
556,fit
559,fit
562,fit
564,fit
566,fit
567,fit
568,fit
569,fit
573,fit
574,fit
579,fit
583,fit
585,fit
586,fit
589,fit
591,fit
593,early_stopping
595,early_stopping
597,fit
598,fit
599,fit
600,early_stopping
601,fit
602,fit
603,fit
604,fit
607,fit
608,fit
613,fit
614,fit
615,fit
618,fit
619,fit
622,fit
623,fit
625,early_stopping
627,fit
629,fit
630,fit
631,fit
640,fit
643,fit
645,fit
647,fit
648,fit
651,fit
653,fit
655,fit
659,fit
668,fit
669,fit
670,fit
672,fit
674,fit
676,fit
679,fit
680,early_stopping
682,fit
684,fit
690,fit
694,fit
696,early_stopping
697,fit
698,fit
700,fit
702,fit
704,fit
705,fit
706,fit
707,fit
708,early_stopping
710,fit
712,fit
716,fit
718,fit
719,fit
725,fit
726,fit
734,fit
738,early_stopping
740,fit
743,fit
744,fit
746,early_stopping
747,fit
748,fit
752,fit
753,fit
754,fit
755,fit
757,fit
759,early_stopping
763,early_stopping
764,early_stopping
771,fit
773,fit
774,fit
776,fit
778,fit
782,fit
783,early_stopping
786,fit
787,fit
789,early_stopping
791,early_stopping
793,fit
795,fit
796,fit
797,fit
800,fit
801,early_stopping
802,early_stopping
803,fit
804,fit
805,early_stopping
806,early_stopping
807,fit
809,fit
812,fit
813,fit
814,fit
815,fit
818,early_stopping
819,fit
821,fit
823,fit
827,fit
828,fit
829,fit
830,fit
832,fit
835,fit
836,fit
840,fit
841,fit
843,fit
845,fit
846,fit
849,fit
852,fit
854,fit
855,fit
858,fit
860,fit
861,fit
862,fit
864,fit
867,fit
871,fit
872,fit
873,fit
874,fit
875,fit
877,fit
880,fit
884,fit
886,fit
887,fit
888,fit
895,fit
897,fit
898,fit
901,fit
902,fit
903,fit
904,fit
905,fit
906,fit
907,fit
910,fit
911,fit
915,early_stopping
916,fit
917,fit
918,fit
920,fit
923,early_stopping
924,fit
926,fit
927,fit
928,fit
930,fit
936,fit
937,fit
938,fit
940,fit
941,fit
946,fit
947,fit
948,fit
949,fit
950,fit
951,early_stopping
957,fit
958,fit
959,fit
960,fit
961,fit
962,fit
964,fit
965,fit
966,fit
967,fit
969,fit
970,fit
971,fit
972,fit
973,fit
974,fit
975,fit
977,fit
978,fit
979,fit
981,fit
984,fit
985,fit
986,fit
987,fit
988,fit
989,early_stopping
990,fit
993,fit
997,fit
998,early_stopping
999,early_stopping
1007,fit
1008,fit
1010,fit
1012,fit
1013,fit
1015,fit
1017,fit
1019,fit
1020,fit
1021,fit
1023,fit
1024,fit
1025,fit
1029,early_stopping
1030,fit
1032,fit
1033,early_stopping
1035,fit
1036,fit
1037,fit
1038,fit
1042,fit
1044,early_stopping
1045,fit
1046,fit
1050,fit
1052,fit
1057,fit
1058,early_stopping
1060,fit
1063,fit
1064,fit
1065,fit
1066,fit
1068,fit
1069,fit
1070,fit
1071,fit
1072,fit
1074,fit
1075,fit
1077,fit
1078,fit
1079,early_stopping
1081,fit
1082,fit
1085,fit
1086,fit
1087,fit
1088,fit
1089,fit
1090,fit
1091,fit
1092,fit
1093,fit
1094,fit
1097,early_stopping
1098,early_stopping
1099,fit
1100,early_stopping
1101,fit
1102,fit
1103,fit
1104,fit
1106,fit
1107,fit
1109,fit
1112,early_stopping
1114,fit
1118,fit
1120,fit
1121,fit
1122,fit
1123,fit
1124,early_stopping
1125,fit
1128,fit
1129,fit
1130,fit
1132,fit
1133,fit
1135,fit
1136,fit
1137,fit
1139,fit
1141,fit
1148,fit
1149,fit
1152,early_stopping
1154,fit
1155,fit
1159,fit
1160,fit
1161,fit
1167,fit
1171,fit
1173,fit
1175,fit
1180,fit
1181,fit
1182,fit
1183,fit
1187,early_stopping
1188,fit
1192,fit
1193,fit
1194,fit
1199,early_stopping
1200,fit
1203,fit
1205,fit
1209,early_stopping
1210,fit
1214,fit
1215,fit
1216,fit
1218,fit
1219,fit
1221,fit
1224,fit
1226,fit
1228,fit
1229,fit
1232,early_stopping
1235,fit
1239,fit
1240,fit
1244,fit
1245,fit
1246,fit
1247,fit
1248,fit
1249,fit
1250,fit
1253,fit
1257,fit
1260,fit
1261,fit
1262,fit
1266,fit
1270,fit
1271,fit
1272,fit
1273,fit
1274,early_stopping
1276,fit
1277,early_stopping
1280,fit
1281,fit
1283,fit
1285,fit
1286,fit
1287,fit
1290,fit
1295,fit
1299,early_stopping
1300,fit
1302,fit
1303,fit
1304,fit
1305,fit
1307,early_stopping
1309,fit
1310,fit
1311,fit
1313,fit
1314,fit
1319,fit
1321,fit
1322,fit
1324,early_stopping
1328,fit
1331,fit
1335,fit
1337,early_stopping
1338,fit
1340,fit
1341,fit
1342,fit
1343,fit
1344,early_stopping
1345,fit
1346,fit
1348,fit
1349,fit
1352,fit
1354,fit
1355,fit
1358,fit
1360,fit
1361,fit
1362,fit
1363,fit
1365,fit
1366,fit
1367,fit
1368,fit
1369,fit
1370,fit
1372,fit
1375,fit
1377,fit
1379,fit
1380,fit
1382,fit
1383,fit
1385,fit
1386,early_stopping
1388,fit
1389,fit
1394,fit
1395,early_stopping
1397,fit
1398,fit
1399,early_stopping
1404,fit
1405,fit
1406,fit
1407,fit
1408,fit
1410,fit
1412,fit
1416,fit
1418,early_stopping
1419,fit
1420,fit
1422,early_stopping
1423,fit
1424,fit
1425,fit
1426,fit
1427,fit
1429,fit
1430,early_stopping
1431,fit
1432,fit
1433,fit
1434,fit
1435,fit
1437,fit
