ligand_id,inner_role
1,fit
2,fit
3,fit
4,fit
6,fit
8,fit
9,fit
10,fit
13,early_stopping
14,fit
15,fit
19,fit
20,fit
25,fit
27,fit
29,fit
30,fit
31,early_stopping
32,fit
34,fit
35,fit
36,fit
37,early_stopping
39,fit
40,fit
43,fit
44,fit
48,early_stopping
49,fit
52,fit
55,fit
56,fit
59,fit
60,fit
62,fit
65,fit
66,fit
67,fit
70,fit
71,fit
74,fit
76,fit
78,fit
80,fit
81,fit
82,fit
83,fit
84,fit
85,fit
86,early_stopping
90,fit
91,fit
93,fit
97,fit
100,fit
103,early_stopping
104,fit
109,fit
116,fit
121,fit
122,fit
123,fit
124,fit
127,fit
128,fit
129,fit
131,fit
138,early_stopping
139,fit
140,fit
142,fit
144,fit
145,fit
149,fit
151,fit
152,early_stopping
155,early_stopping
158,fit
159,fit
160,fit
163,fit
165,fit
171,fit
178,fit
182,fit
194,fit
195,fit
196,fit
197,fit
200,fit
201,fit
202,early_stopping
203,fit
204,fit
206,fit
208,fit
210,fit
211,fit
213,fit
215,fit
217,fit
219,fit
222,fit
225,fit
226,fit
227,early_stopping
229,fit
230,fit
237,fit
240,fit
241,fit
243,fit
244,fit
245,fit
248,fit
250,fit
253,fit
254,fit
258,fit
260,fit
261,fit
264,fit
265,fit
268,fit
270,fit
271,early_stopping
273,fit
275,fit
276,fit
280,fit
289,fit
293,fit
294,fit
295,fit
298,fit
299,fit
302,fit
303,fit
307,early_stopping
312,fit
313,fit
324,fit
327,fit
332,fit
334,fit
335,fit
336,fit
338,fit
350,fit
353,fit
356,fit
360,fit
361,fit
362,fit
365,fit
366,early_stopping
368,fit
370,fit
374,fit
377,fit
378,fit
379,fit
380,fit
381,fit
386,fit
388,fit
391,early_stopping
392,fit
395,fit
396,fit
400,fit
402,fit
403,early_stopping
405,early_stopping
407,early_stopping
410,early_stopping
411,fit
412,fit
414,fit
415,fit
417,early_stopping
422,fit
426,fit
427,fit
428,fit
432,fit
434,fit
436,fit
437,fit
447,fit
449,fit
451,early_stopping
456,fit
457,fit
459,fit
461,fit
467,fit
468,fit
470,fit
471,early_stopping
473,fit
474,fit
476,fit
493,early_stopping
496,early_stopping
497,early_stopping
498,fit
506,fit
507,fit
511,fit
512,early_stopping
513,fit
514,fit
515,fit
516,fit
521,early_stopping
523,fit
524,fit
525,fit
527,fit
529,fit
530,early_stopping
531,fit
532,fit
541,fit
544,fit
546,early_stopping
547,fit
551,fit
553,fit
559,fit
562,fit
566,fit
568,fit
579,fit
583,fit
585,fit
591,fit
592,fit
593,fit
594,fit
595,early_stopping
597,fit
599,fit
601,fit
603,fit
604,fit
607,fit
608,fit
609,fit
612,fit
615,early_stopping
616,fit
617,fit
618,fit
619,fit
620,fit
623,fit
624,fit
625,fit
627,early_stopping
630,fit
634,fit
643,fit
645,fit
647,fit
648,fit
649,fit
653,fit
655,fit
664,fit
669,fit
671,fit
679,fit
683,fit
684,fit
690,fit
694,early_stopping
695,fit
696,fit
698,fit
701,early_stopping
702,early_stopping
706,fit
708,fit
709,fit
716,fit
718,fit
719,fit
722,fit
725,fit
726,fit
727,fit
731,fit
738,fit
740,fit
744,fit
746,early_stopping
753,fit
755,early_stopping
757,fit
759,fit
762,fit
764,fit
771,fit
773,fit
776,fit
778,fit
780,fit
783,fit
786,fit
787,fit
791,fit
793,fit
798,fit
799,fit
800,fit
801,fit
803,early_stopping
804,fit
805,fit
807,fit
809,fit
810,early_stopping
812,fit
813,fit
814,fit
815,fit
819,fit
821,fit
825,fit
827,fit
828,fit
830,fit
832,fit
837,fit
838,fit
840,fit
842,early_stopping
844,early_stopping
845,fit
850,fit
851,fit
852,fit
856,early_stopping
860,fit
861,fit
864,fit
865,fit
871,fit
872,fit
873,fit
874,early_stopping
879,early_stopping
880,fit
882,fit
883,fit
884,fit
886,fit
887,fit
891,fit
892,early_stopping
896,fit
898,fit
899,early_stopping
901,early_stopping
904,fit
907,fit
908,fit
910,fit
911,early_stopping
916,early_stopping
917,fit
918,fit
921,early_stopping
922,fit
924,fit
925,fit
926,fit
927,fit
929,fit
932,fit
934,fit
937,fit
939,fit
946,fit
947,fit
948,fit
949,fit
955,fit
958,fit
961,fit
962,fit
964,fit
965,fit
968,fit
969,fit
970,fit
971,fit
972,fit
974,fit
975,fit
978,fit
980,fit
981,fit
983,fit
984,fit
985,fit
987,fit
988,fit
989,fit
991,fit
993,fit
994,fit
997,fit
998,fit
999,fit
1001,fit
1002,fit
1005,fit
1006,fit
1007,fit
1008,fit
1009,fit
1010,fit
1011,fit
1012,fit
1013,early_stopping
1014,fit
1015,fit
1016,fit
1017,fit
1020,early_stopping
1021,fit
1023,fit
1026,fit
1027,fit
1030,fit
1032,fit
1033,fit
1035,fit
1036,fit
1037,fit
1039,fit
1040,fit
1041,fit
1042,fit
1043,fit
1046,early_stopping
1048,fit
1049,fit
1050,fit
1052,fit
1053,fit
1059,fit
1061,fit
1065,fit
1066,fit
1067,fit
1068,fit
1069,fit
1071,fit
1072,fit
1074,fit
1075,fit
1076,fit
1077,fit
1079,fit
1080,fit
1081,fit
1082,fit
1083,fit
1085,fit
1086,fit
1087,fit
1088,fit
1092,early_stopping
1094,fit
1097,fit
1101,fit
1107,fit
1108,fit
1109,early_stopping
1112,fit
1113,fit
1118,fit
1119,fit
1121,fit
1124,fit
1125,fit
1128,fit
1130,fit
1131,fit
1132,fit
1133,fit
1134,fit
1137,fit
1139,fit
1141,fit
1142,fit
1143,fit
1144,fit
1149,fit
1151,early_stopping
1152,fit
1155,fit
1157,fit
1159,fit
1160,early_stopping
1162,fit
1167,fit
1169,fit
1171,fit
1174,fit
1180,early_stopping
1182,fit
1183,fit
1185,fit
1186,fit
1187,early_stopping
1189,fit
1190,fit
1198,fit
1199,fit
1203,fit
1209,fit
1210,fit
1214,fit
1216,fit
1219,fit
1220,fit
1221,fit
1222,fit
1224,fit
1225,fit
1226,fit
1232,fit
1233,fit
1234,fit
1239,fit
1240,early_stopping
1241,fit
1242,fit
1244,fit
1245,fit
1246,early_stopping
1247,fit
1248,fit
1253,early_stopping
1255,fit
1256,fit
1257,fit
1260,fit
1262,early_stopping
1263,fit
1264,fit
1267,early_stopping
1270,fit
1271,fit
1272,fit
1273,fit
1274,fit
1276,fit
1277,fit
1279,fit
1280,early_stopping
1281,early_stopping
1282,fit
1283,fit
1284,fit
1285,fit
1289,fit
1293,fit
1295,fit
1297,fit
1298,fit
1300,fit
1301,fit
1302,fit
1303,fit
1304,fit
1305,fit
1306,fit
1308,early_stopping
1310,fit
1311,fit
1313,fit
1314,fit
1316,fit
1317,fit
1319,fit
1320,fit
1321,fit
1324,fit
1326,fit
1327,early_stopping
1328,fit
1331,early_stopping
1332,fit
1333,fit
1334,fit
1335,fit
1338,fit
1339,early_stopping
1340,fit
1341,fit
1343,fit
1344,fit
1345,fit
1346,fit
1349,fit
1351,fit
1353,fit
1354,fit
1355,fit
1358,fit
1359,fit
1361,fit
1362,fit
1367,fit
1368,fit
1371,fit
1372,fit
1373,early_stopping
1375,fit
1377,fit
1379,fit
1381,fit
1382,fit
1383,fit
1385,fit
1389,fit
1393,fit
1394,fit
1397,early_stopping
1398,fit
1399,fit
1402,fit
1403,fit
1404,fit
1405,early_stopping
1406,early_stopping
1407,early_stopping
1410,fit
1411,fit
1412,fit
1416,fit
1420,fit
1424,early_stopping
1425,early_stopping
1426,fit
1427,fit
1428,early_stopping
1429,fit
1430,fit
1431,fit
1432,fit
1433,fit
1434,fit
1435,fit
1436,early_stopping
1440,fit
1441,fit
1442,fit
1443,fit
1444,fit
1445,fit
1449,fit
1450,fit
1452,fit
1453,fit
1454,fit
1455,early_stopping
1456,fit
1458,fit
1461,fit
1463,fit
1464,fit
1467,fit
1468,early_stopping
1469,fit
1470,fit
1471,fit
1472,fit
1474,fit
1476,fit
1479,fit
1481,fit
1483,fit
1485,fit
1487,fit
1490,fit
1492,fit
1496,fit
1500,fit
1501,fit
1505,fit
1508,fit
1512,fit
1513,fit
1514,fit
1519,early_stopping
1526,fit
1528,fit
1530,fit
1531,fit
1533,early_stopping
1534,fit
1536,fit
1537,fit
1538,fit
1539,fit
1542,early_stopping
1543,early_stopping
1544,early_stopping
1545,fit
1548,early_stopping
1550,fit
1551,fit
1558,fit
1559,fit
