,0
FP_1496,0.0
FP_1497,0.0
FP_1498,0.0
FP_1499,0.0
FP_1500,0.0
FP_1501,0.0
FP_1502,0.0
FP_1503,0.0
FP_1504,0.0
FP_1505,0.0
FP_1506,0.0
FP_1507,0.0
FP_1508,0.0
FP_1509,0.0
FP_1510,0.0
FP_1511,0.0
FP_1512,0.0
FP_1513,0.0
FP_1514,0.0
FP_1515,0.0
FP_1516,0.0
FP_1517,0.0
FP_1518,0.0
FP_1519,0.0
FP_1520,0.0
FP_1521,0.0
FP_1522,0.0
FP_1523,0.0
FP_1524,0.0
FP_1525,0.0
FP_1526,0.0
FP_1527,0.0
FP_1528,0.0
FP_1529,0.0
FP_1530,0.0
FP_1531,0.0
FP_1532,0.0
FP_1533,0.0
FP_1534,0.0
FP_1535,0.0
FP_1536,0.0
FP_1537,0.0
FP_1538,0.0
FP_1539,0.0
FP_1540,0.0
FP_1541,0.0
FP_1542,0.0
FP_1543,0.0
FP_1544,0.0
FP_1545,0.0
FP_1546,0.0
FP_1547,0.0
FP_1548,0.0
FP_1549,0.0
FP_1550,0.0
FP_1551,0.0
FP_1552,0.0
FP_1553,0.0
FP_1554,0.0
FP_1555,0.0
FP_1556,0.0
FP_1557,0.0
FP_1558,0.0
FP_1559,0.0
FP_1560,0.0
FP_1561,0.0
FP_1562,0.0
FP_1563,0.0
FP_1564,0.0
FP_1565,0.0
FP_1566,0.0
FP_1567,0.0
FP_1568,0.0
FP_1569,0.0
FP_1570,0.0
FP_1571,0.0
FP_1572,0.0
FP_1573,0.0
FP_1574,0.0
FP_1575,0.0
FP_1576,0.0
FP_1577,0.0
FP_1578,0.0
FP_1579,0.0
FP_1580,0.0
FP_1581,0.0
FP_1582,0.0
FP_1583,0.0
FP_1584,0.0
FP_1585,0.0
FP_1586,0.0
FP_1587,0.0
FP_1588,0.0
FP_1589,0.0
FP_1590,0.0
FP_1591,0.0
FP_1592,0.0
FP_1593,0.0
FP_1594,0.0
FP_1595,0.0
FP_1596,0.0
FP_1597,0.0
FP_1598,0.0
FP_1599,0.0
FP_1600,0.0
FP_1601,0.0
FP_1602,0.0
FP_1603,0.0
FP_1604,0.0
FP_1605,0.0
FP_1606,0.0
FP_1607,0.0
FP_1608,0.0
FP_1609,0.0
FP_1610,0.0
FP_1611,0.0
FP_1612,0.0
FP_1613,0.0
FP_1614,0.0
FP_1615,0.0
FP_1616,0.0
FP_1617,0.0
FP_1618,0.0
FP_1619,0.0
FP_1620,0.0
FP_1621,0.0
FP_1622,0.0
FP_1623,0.0
FP_1624,0.0
FP_1625,0.0
FP_1626,0.0
FP_1627,0.0
FP_1628,0.0
FP_1629,0.0
FP_1630,0.0
FP_1631,0.0
FP_1632,0.0
FP_1633,0.0
FP_1634,0.0
FP_1635,0.0
FP_1636,0.0
FP_1637,0.0
FP_1638,0.0
FP_1639,0.0
FP_1640,0.0
FP_1641,0.0
FP_1642,0.0
FP_1643,0.0
FP_1644,0.0
FP_1645,0.0
FP_1646,0.0
FP_1647,0.0
FP_1648,0.0
FP_1649,0.0
FP_1650,0.0
FP_1651,0.0
FP_1652,0.0
FP_1653,0.0
FP_1654,0.0
FP_1655,0.0
FP_1656,0.0
FP_1657,0.0
FP_1658,0.0
FP_1659,0.0
FP_1660,0.0
FP_1661,0.0
FP_1662,0.0
FP_1663,0.0
FP_1664,0.0
FP_1665,0.0
FP_1666,0.0
FP_1667,0.0
FP_1668,0.0
FP_1669,0.0
FP_1670,0.0
FP_1671,0.0
FP_1672,0.0
FP_1673,0.0
FP_1674,0.0
FP_1675,0.0
FP_1676,0.0
FP_1677,0.0
FP_1678,0.0
FP_1679,0.0
FP_1680,0.0
FP_1681,0.0
FP_1682,0.0
FP_1683,0.0
FP_1684,0.0
FP_1685,0.0
FP_1686,0.0
FP_1687,0.0
FP_1688,0.0
FP_1689,0.0
FP_1690,0.0
FP_1691,0.0
FP_1692,0.0
FP_1693,0.0
FP_1694,0.0
FP_1695,0.0
FP_1696,0.0
FP_1697,0.0
FP_1698,0.0
FP_1699,0.0
FP_1700,0.0
FP_1701,0.0
FP_1702,0.0
FP_1703,0.0
FP_1704,0.0
FP_1705,0.0
FP_1706,0.0
FP_1707,0.0
FP_1708,0.0
FP_1709,0.0
FP_1710,0.0
FP_1711,0.0
FP_1712,0.0
FP_1713,0.0
FP_1714,0.0
FP_1715,0.0
FP_1716,0.0
FP_1717,0.0
FP_1718,0.0
FP_1719,0.0
FP_1720,0.0
FP_1721,0.0
FP_1722,0.0
FP_1723,0.0
FP_1724,0.0
FP_1725,0.0
FP_1726,0.0
FP_1727,0.0
FP_1728,0.0
FP_1729,0.0
FP_1730,0.0
FP_1731,0.0
FP_1732,0.0
FP_1733,0.0
FP_1734,0.0
FP_1735,0.0
FP_1736,0.0
FP_1737,0.0
FP_1738,0.0
FP_1739,0.0
FP_1740,0.0
FP_1741,0.0
FP_1742,0.0
FP_1743,0.0
FP_1744,0.0
FP_1745,0.0
FP_1746,0.0
FP_1747,0.0
FP_1748,0.0
FP_1749,0.0
FP_1750,1.0
FP_1751,0.0
FP_1752,0.0
FP_1753,0.0
FP_1754,0.0
FP_1755,0.0
FP_1756,0.0
FP_1757,0.0
FP_1758,0.0
FP_1759,0.0
FP_1760,0.0
FP_1761,0.0
FP_1762,0.0
FP_1763,0.0
FP_1764,0.0
FP_1765,0.0
FP_1766,0.0
FP_1767,0.0
FP_1768,0.0
FP_1769,0.0
FP_1770,0.0
FP_1771,0.0
FP_1772,0.0
FP_1773,0.0
FP_1774,0.0
FP_1775,0.0
FP_1776,0.0
FP_1777,0.0
FP_1778,0.0
FP_1779,0.0
FP_1780,0.0
FP_1781,0.0
FP_1782,0.0
FP_1783,0.0
FP_1784,0.0
FP_1785,0.0
FP_1786,0.0
FP_1787,0.0
FP_1788,0.0
FP_1789,0.0
FP_1790,0.0
FP_1791,0.0
FP_1792,0.0
FP_1793,0.0
FP_1794,0.0
FP_1795,0.0
FP_1796,0.0
FP_1797,0.0
FP_1798,0.0
FP_1799,0.0
FP_1800,0.0
FP_1801,0.0
FP_1802,0.0
FP_1803,0.0
FP_1804,0.0
FP_1805,0.0
FP_1806,0.0
FP_1807,0.0
FP_1808,0.0
FP_1809,0.0
FP_1810,0.0
FP_1811,0.0
FP_1812,0.0
FP_1813,0.0
FP_1814,0.0
FP_1815,0.0
FP_1816,0.0
FP_1817,0.0
FP_1818,0.0
FP_1819,0.0
FP_1820,0.0
FP_1821,0.0
FP_1822,0.0
FP_1823,0.0
FP_1824,0.0
FP_1825,0.0
FP_1826,0.0
FP_1827,0.0
FP_1828,0.0
FP_1829,0.0
FP_1830,0.0
FP_1831,0.0
FP_1832,0.0
FP_1833,0.0
FP_1834,0.0
FP_1835,0.0
FP_1836,0.0
FP_1837,0.0
FP_1838,0.0
FP_1839,0.0
FP_1840,0.0
FP_1841,0.0
FP_1842,0.0
FP_1843,0.0
FP_1844,0.0
FP_1845,0.0
FP_1846,0.0
FP_1847,0.0
FP_1848,0.0
FP_1849,0.0
FP_1850,0.0
FP_1851,0.0
FP_1852,0.0
FP_1853,0.0
FP_1854,0.0
FP_1855,0.0
FP_1856,0.0
FP_1857,0.0
FP_1858,0.0
FP_1859,0.0
FP_1860,0.0
FP_1861,0.0
FP_1862,0.0
FP_1863,0.0
FP_1864,0.0
FP_1865,0.0
FP_1866,0.0
FP_1867,0.0
FP_1868,0.0
FP_1869,0.0
FP_1870,0.0
FP_1871,0.0
FP_1872,0.0
FP_1873,1.0
FP_1874,0.0
FP_1875,0.0
FP_1876,0.0
FP_1877,0.0
FP_1878,0.0
FP_1879,0.0
FP_1880,0.0
FP_1881,0.0
FP_1882,0.0
FP_1883,0.0
FP_1884,0.0
FP_1885,0.0
FP_1886,0.0
FP_1887,0.0
FP_1888,0.0
FP_1889,0.0
FP_1890,0.0
FP_1891,0.0
FP_1892,0.0
FP_1893,0.0
FP_1894,0.0
FP_1895,0.0
FP_1896,0.0
FP_1897,0.0
FP_1898,0.0
FP_1899,0.0
FP_1900,0.0
FP_1901,0.0
FP_1902,0.0
FP_1903,0.0
FP_1904,0.0
FP_1905,0.0
FP_1906,0.0
FP_1907,0.0
FP_1908,0.0
FP_1909,0.0
FP_1910,0.0
FP_1911,0.0
FP_1912,0.0
FP_1913,0.0
FP_1914,0.0
FP_1915,0.0
FP_1916,0.0
FP_1917,0.0
FP_1918,0.0
FP_1919,0.0
FP_1920,0.0
FP_1921,0.0
FP_1922,0.0
FP_1923,0.0
FP_1924,0.0
FP_1925,0.0
FP_1926,0.0
FP_1927,0.0
FP_1928,0.0
FP_1929,0.0
FP_1930,0.0
FP_1931,0.0
FP_1932,0.0
FP_1933,0.0
FP_1934,0.0
FP_1935,0.0
FP_1936,0.0
FP_1937,0.0
FP_1938,0.0
FP_1939,0.0
FP_1940,0.0
FP_1941,0.0
FP_1942,0.0
FP_1943,0.0
FP_1944,0.0
FP_1945,0.0
FP_1946,0.0
FP_1947,0.0
FP_1948,0.0
FP_1949,0.0
FP_1950,0.0
FP_1951,0.0
FP_1952,0.0
FP_1953,0.0
FP_1954,0.0
FP_1955,0.0
FP_1956,0.0
FP_1957,0.0
FP_1958,0.0
FP_1959,0.0
FP_1960,0.0
FP_1961,0.0
FP_1962,0.0
FP_1963,0.0
FP_1964,0.0
FP_1965,0.0
FP_1966,0.0
FP_1967,0.0
FP_1968,0.0
FP_1969,0.0
FP_1970,0.0
FP_1971,0.0
FP_1972,0.0
FP_1973,0.0
FP_1974,0.0
FP_1975,0.0
FP_1976,0.0
FP_1977,0.0
FP_1978,0.0
FP_1979,0.0
FP_1980,0.0
FP_1981,0.0
FP_1982,0.0
FP_1983,0.0
FP_1984,0.0
FP_1985,0.0
FP_1986,0.0
FP_1987,0.0
FP_1988,0.0
FP_1989,0.0
FP_1990,0.0
FP_1991,0.0
FP_1992,0.0
FP_1993,0.0
FP_1994,0.0
FP_1995,0.0
FP_1996,0.0
FP_1997,0.0
FP_1998,0.0
FP_1999,0.0
FP_2000,0.0
FP_2001,0.0
FP_2002,0.0
FP_2003,0.0
FP_2004,0.0
FP_2005,0.0
FP_2006,0.0
FP_2007,0.0
FP_2008,0.0
FP_2009,0.0
FP_2010,0.0
FP_2011,0.0
FP_2012,0.0
FP_2013,0.0
FP_2014,0.0
FP_2015,0.0
FP_2016,0.0
FP_2017,0.0
FP_2018,0.0
FP_2019,0.0
FP_2020,0.0
FP_2021,0.0
FP_2022,0.0
FP_2023,0.0
FP_2024,0.0
FP_2025,0.0
FP_2026,0.0
FP_2027,0.0
FP_2028,0.0
FP_2029,0.0
FP_2030,0.0
FP_2031,0.0
FP_2032,0.0
FP_2033,0.0
FP_2034,0.0
FP_2035,0.0
FP_2036,0.0
FP_2037,0.0
FP_2038,0.0
FP_2039,0.0
FP_2040,0.0
FP_2041,0.0
FP_2042,0.0
FP_2043,0.0
FP_2044,0.0
FP_2045,0.0
FP_2046,0.0
FP_2047,0.0
1m2z,-6.9
1pbq,-7.0
1xoq,-7.1
2rh1,-7.7
2vt4,-7.4
2ydo,-7.3
2z5x,-6.6
3b66,-6.6
3kk6,-7.0
3ln1,-7.0
3rze,-6.8
4djh,-6.9
4ey7,-8.0
4iar,-7.2
4mqs,-4.2
4n6h,-6.5
5cxv,-7.4
5i71,-7.5
5tvn,-7.1
5u09,-7.3
5va1,-4.9
6cm4,-7.2
6kpf,-7.6
6kux,-6.5
6lqa,-6.8
6pdj,-6.6
6x3x,-7.7
6y1z,-7.3
7f8y,-7.0
7kwe,-7.3
7ljd,-6.7
7wc9,-8.1
7xnk,-6.2
7ym8,-7.3
8e9y,-6.6
8ef6,-6.7
8fhs,-6.3
8pjk,-7.1
8st0,-5.3
8wty,-7.6
8xvk,-5.9
8yn3,-6.5
9eo4,-7.5
V1A,-5.8
Vol,281.5544232695406
Dense,0.9712495618640709
nHA,4.0
nHD,1.0
TPSA,43.6
nRot,5.0
nRing,2.0
MaxRing,6.0
nHet,4.0
fChar,0.0
nRig,12.0
Flex,0.3333333333333333
nStereo,0.0
gasa,0.0
QED,0.627
Synth,2.564
Fsp3,0.438
MCE-18,18.0
Natural Product-likeness,-0.525
Alarm_NMR,1.0
BMS,1.0
Chelating,1.0
PAINS,1.0
Lipinski,0.0
Pfizer,0.0
GSK,0.0
GoldenTriangle,0.0
logS,-2.8529671694276537
logD,2.2574956723931954
logP_admet,2.3140122282649376
mp,114.94308956969766
bp,290.92767469231296
pka_acidic,8.937763224107648
pka_basic,5.63879931313242
caco2,-4.870853180676536
MDCK,-4.745120008891448
PAMPA,0.2407515197992324
pgp_inh,0.1076848357915878
pgp_sub,0.1506349444389343
hia,0.0027414560317993
f20,0.0309706330299377
f30,0.1079890131950378
f50,0.4279412031173706
OATP1B1,0.5004369020462036
OATP1B3,0.6948606371879578
BCRP,0.0186622962355613
BSEP,0.9103885889053344
BBB,0.4322963058948517
MRP1,0.834012508392334
PPB,81.97286196427832
logVDss,0.157345141113553
Fu,16.297701785206712
CYP1A2-inh,0.0395476892590522
CYP1A2-sub,0.3737265467643738
CYP2C19-inh,0.0151032675057649
CYP2C19-sub,0.603245198726654
CYP2C9-inh,0.0021670938003808
CYP2C9-sub,0.0268032792955636
CYP2D6-inh,0.0406831018626689
CYP2D6-sub,0.1425977051258087
CYP3A4-inh,0.0128497565165162
CYP3A4-sub,0.6187083721160889
CYP2B6-inh,0.2086410075426101
CYP2B6-sub,0.0001305309851886
CYP2C8-inh,0.1332482248544693
LM-human,0.5217714905738831
cl-plasma,6.839514452870433
t0.5,1.0752187974954266
