ligand_id,inner_role
1,fit
3,fit
6,fit
8,fit
9,fit
10,fit
11,fit
18,fit
33,fit
34,fit
36,fit
40,fit
41,fit
45,fit
46,early_stopping
49,fit
50,early_stopping
51,fit
53,fit
55,fit
56,fit
57,fit
58,fit
62,fit
66,fit
68,early_stopping
69,fit
71,fit
75,fit
76,fit
78,early_stopping
79,fit
81,early_stopping
82,fit
83,fit
85,fit
91,fit
92,fit
93,fit
101,fit
104,fit
105,fit
116,early_stopping
118,fit
119,fit
121,fit
125,fit
128,fit
129,fit
130,early_stopping
138,early_stopping
142,fit
144,fit
145,fit
148,fit
149,fit
151,fit
152,fit
158,fit
159,fit
160,fit
178,fit
195,fit
196,fit
200,fit
204,fit
206,early_stopping
208,fit
210,fit
215,fit
216,fit
217,fit
218,fit
219,early_stopping
225,fit
227,fit
229,early_stopping
230,fit
231,fit
234,fit
244,fit
245,fit
249,fit
251,fit
259,fit
260,fit
263,fit
265,fit
266,fit
269,fit
270,fit
273,fit
275,early_stopping
281,fit
287,fit
288,fit
289,fit
292,fit
298,fit
299,fit
301,fit
306,fit
307,early_stopping
310,fit
312,fit
318,fit
323,fit
325,fit
326,fit
327,fit
332,fit
334,fit
337,early_stopping
338,fit
339,fit
343,fit
360,fit
361,fit
362,fit
370,fit
374,fit
377,fit
379,fit
380,fit
383,fit
386,fit
388,early_stopping
391,fit
394,fit
395,fit
405,fit
406,early_stopping
407,fit
410,fit
412,fit
415,fit
431,fit
433,fit
434,fit
436,fit
437,fit
438,fit
446,fit
451,fit
452,fit
459,early_stopping
462,fit
463,fit
468,fit
477,fit
478,fit
487,fit
489,fit
492,fit
508,fit
510,fit
511,fit
516,fit
519,fit
520,fit
521,fit
527,fit
530,fit
531,fit
537,early_stopping
546,fit
551,fit
559,fit
580,fit
583,fit
593,fit
599,fit
607,fit
608,fit
617,fit
623,fit
624,fit
627,fit
642,fit
643,fit
646,early_stopping
649,fit
655,fit
658,fit
677,early_stopping
679,fit
681,fit
694,early_stopping
695,fit
706,fit
708,early_stopping
712,fit
714,early_stopping
726,fit
728,fit
731,fit
735,fit
747,fit
752,fit
753,fit
754,fit
757,fit
761,early_stopping
766,fit
768,fit
769,fit
771,fit
772,fit
778,fit
780,fit
782,fit
783,fit
786,fit
789,early_stopping
798,fit
800,fit
802,fit
803,fit
805,early_stopping
806,fit
818,early_stopping
821,fit
822,fit
825,fit
827,fit
829,fit
830,early_stopping
832,fit
840,fit
845,fit
848,fit
854,fit
859,fit
861,fit
863,fit
864,fit
867,fit
872,fit
873,fit
875,fit
877,early_stopping
879,fit
882,fit
884,fit
887,fit
893,fit
895,fit
896,fit
898,fit
903,early_stopping
907,fit
911,fit
912,fit
915,fit
922,fit
924,early_stopping
926,fit
928,fit
934,fit
939,fit
940,fit
941,fit
946,fit
947,fit
949,early_stopping
952,early_stopping
954,early_stopping
956,fit
957,fit
959,fit
960,fit
961,fit
962,fit
964,fit
967,fit
968,fit
969,fit
971,fit
972,fit
973,fit
974,fit
975,fit
977,fit
978,fit
979,early_stopping
981,fit
983,early_stopping
984,early_stopping
985,fit
987,fit
989,fit
990,fit
991,fit
994,fit
997,early_stopping
998,fit
1001,fit
1002,fit
1005,fit
1006,fit
1010,fit
1012,fit
1013,fit
1015,fit
1016,fit
1017,fit
1019,fit
1020,fit
1025,fit
1026,fit
1027,fit
1030,fit
1031,early_stopping
1034,fit
1035,fit
1037,fit
1039,fit
1042,fit
1044,fit
1045,fit
1046,fit
1049,early_stopping
1050,fit
1051,early_stopping
1052,fit
1057,fit
1058,fit
1063,fit
1064,early_stopping
1066,fit
1067,fit
1074,early_stopping
1075,early_stopping
1078,fit
1081,fit
1082,early_stopping
1083,fit
1084,fit
1085,fit
1086,fit
1087,fit
1088,fit
1089,fit
1098,early_stopping
1099,fit
1100,fit
1101,fit
1102,fit
1104,fit
1107,fit
1111,fit
1114,early_stopping
1116,fit
1117,fit
1121,fit
1122,fit
1125,fit
1126,early_stopping
1128,fit
1129,fit
1130,fit
1132,fit
1136,fit
1137,early_stopping
1141,fit
1144,early_stopping
1147,early_stopping
1149,fit
1150,fit
1153,fit
1157,fit
1159,fit
1169,early_stopping
1170,fit
1172,fit
1176,fit
1178,fit
1184,fit
1186,early_stopping
1192,fit
1193,fit
1199,early_stopping
1200,fit
1203,fit
1204,fit
1205,fit
1206,fit
1214,fit
1215,fit
1216,fit
1222,fit
1229,fit
1239,fit
1243,fit
1244,fit
1245,fit
1247,fit
1249,fit
1252,fit
1253,fit
1254,fit
1255,fit
1257,fit
1260,fit
1261,fit
1262,fit
1263,early_stopping
1264,fit
1274,early_stopping
1276,fit
1280,early_stopping
1282,fit
1283,fit
1284,fit
1285,fit
1289,fit
1290,fit
1292,fit
1293,fit
1295,fit
1300,fit
1303,fit
1304,early_stopping
1307,fit
1309,fit
1310,fit
1311,fit
1312,fit
1313,fit
1315,fit
1316,fit
1317,fit
1318,fit
1320,fit
1322,fit
1329,fit
1331,fit
1333,fit
1334,fit
1335,fit
1336,fit
1338,fit
1341,fit
1342,fit
1343,fit
1344,early_stopping
1346,fit
1351,fit
1352,fit
1354,fit
1359,fit
1360,fit
1361,fit
1362,fit
1364,fit
1365,fit
1366,fit
1367,fit
1372,fit
1375,fit
1377,fit
1378,fit
1379,fit
1381,fit
1385,fit
1389,fit
1390,fit
1391,fit
1392,fit
1393,fit
1397,fit
1398,fit
1399,fit
1401,early_stopping
1402,fit
1403,fit
1406,fit
1416,fit
1418,fit
1420,fit
1423,early_stopping
1426,fit
1427,fit
1429,fit
1430,fit
1431,fit
1434,fit
1436,fit
1440,fit
1441,fit
1444,fit
1445,fit
1447,fit
1451,fit
1452,fit
1453,fit
1455,early_stopping
1456,fit
1457,fit
1458,fit
1460,fit
1462,fit
1466,fit
1468,fit
1469,early_stopping
1470,fit
1471,fit
1475,early_stopping
1479,early_stopping
1481,fit
1483,fit
1484,fit
1485,fit
